연월,축,항목,시도,값
2025-08,형태,기간의 정함이 없는 근로계약(시간제),전 체,20260
2025-08,형태,기간의 정함이 없는 근로계약(시간제),서울,3709
2025-08,형태,기간의 정함이 없는 근로계약(시간제),부산,2613
2025-08,형태,기간의 정함이 없는 근로계약(시간제),대구,1624
2025-08,형태,기간의 정함이 없는 근로계약(시간제),인천,2036
2025-08,형태,기간의 정함이 없는 근로계약(시간제),광주,123
2025-08,형태,기간의 정함이 없는 근로계약(시간제),대전,93
2025-08,형태,기간의 정함이 없는 근로계약(시간제),울산,411
2025-08,형태,기간의 정함이 없는 근로계약(시간제),세종시,31
2025-08,형태,기간의 정함이 없는 근로계약(시간제),경기도,6102
2025-08,형태,기간의 정함이 없는 근로계약(시간제),강원도,247
2025-08,형태,기간의 정함이 없는 근로계약(시간제),충청북도,147
2025-08,형태,기간의 정함이 없는 근로계약(시간제),충청남도,233
2025-08,형태,기간의 정함이 없는 근로계약(시간제),전라북도,718
2025-08,형태,기간의 정함이 없는 근로계약(시간제),전라남도,289
2025-08,형태,기간의 정함이 없는 근로계약(시간제),경상북도,666
2025-08,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1193
2025-08,형태,기간의 정함이 없는 근로계약(시간제),제주도,25
2025-08,형태,기간의 정함이 있는 근로계약,전 체,42578
2025-08,형태,기간의 정함이 있는 근로계약,서울,14307
2025-08,형태,기간의 정함이 있는 근로계약,부산,2850
2025-08,형태,기간의 정함이 있는 근로계약,대구,1780
2025-08,형태,기간의 정함이 있는 근로계약,인천,1496
2025-08,형태,기간의 정함이 있는 근로계약,광주,510
2025-08,형태,기간의 정함이 있는 근로계약,대전,924
2025-08,형태,기간의 정함이 있는 근로계약,울산,674
2025-08,형태,기간의 정함이 있는 근로계약,세종시,146
2025-08,형태,기간의 정함이 있는 근로계약,경기도,8527
2025-08,형태,기간의 정함이 있는 근로계약,강원도,1164
2025-08,형태,기간의 정함이 있는 근로계약,충청북도,1773
2025-08,형태,기간의 정함이 있는 근로계약,충청남도,1765
2025-08,형태,기간의 정함이 있는 근로계약,전라북도,1461
2025-08,형태,기간의 정함이 있는 근로계약,전라남도,1065
2025-08,형태,기간의 정함이 있는 근로계약,경상북도,1900
2025-08,형태,기간의 정함이 있는 근로계약,경상남도,1972
2025-08,형태,기간의 정함이 있는 근로계약,제주도,264
2025-08,형태,기간의 정함이 있는 근로계약(시간제),전 체,4092
2025-08,형태,기간의 정함이 있는 근로계약(시간제),서울,1291
2025-08,형태,기간의 정함이 있는 근로계약(시간제),부산,318
2025-08,형태,기간의 정함이 있는 근로계약(시간제),대구,194
2025-08,형태,기간의 정함이 있는 근로계약(시간제),인천,296
2025-08,형태,기간의 정함이 있는 근로계약(시간제),광주,37
2025-08,형태,기간의 정함이 있는 근로계약(시간제),대전,100
2025-08,형태,기간의 정함이 있는 근로계약(시간제),울산,72
2025-08,형태,기간의 정함이 있는 근로계약(시간제),세종시,14
2025-08,형태,기간의 정함이 있는 근로계약(시간제),경기도,939
2025-08,형태,기간의 정함이 있는 근로계약(시간제),강원도,120
2025-08,형태,기간의 정함이 있는 근로계약(시간제),충청북도,55
2025-08,형태,기간의 정함이 있는 근로계약(시간제),충청남도,66
2025-08,형태,기간의 정함이 있는 근로계약(시간제),전라북도,227
2025-08,형태,기간의 정함이 있는 근로계약(시간제),전라남도,66
2025-08,형태,기간의 정함이 있는 근로계약(시간제),경상북도,115
2025-08,형태,기간의 정함이 있는 근로계약(시간제),경상남도,168
2025-08,형태,기간의 정함이 있는 근로계약(시간제),제주도,14
2025-08,형태,일용직,전 체,1541
2025-08,형태,일용직,서울,257
2025-08,형태,일용직,부산,10
2025-08,형태,일용직,대구,181
2025-08,형태,일용직,인천,5
2025-08,형태,일용직,광주,7
2025-08,형태,일용직,대전,7
2025-08,형태,일용직,울산,1
2025-08,형태,일용직,세종시,0
2025-08,형태,일용직,경기도,118
2025-08,형태,일용직,강원도,1
2025-08,형태,일용직,충청북도,30
2025-08,형태,일용직,충청남도,2
2025-08,형태,일용직,전라북도,511
2025-08,형태,일용직,전라남도,410
2025-08,형태,일용직,경상북도,0
2025-08,형태,일용직,경상남도,1
2025-08,형태,일용직,제주도,0
2025-08,학력,초졸 이하,전 체,78
2025-08,학력,초졸 이하,서울,0
2025-08,학력,초졸 이하,부산,4
2025-08,학력,초졸 이하,대구,5
2025-08,학력,초졸 이하,인천,23
2025-08,학력,초졸 이하,광주,0
2025-08,학력,초졸 이하,대전,5
2025-08,학력,초졸 이하,울산,3
2025-08,학력,초졸 이하,세종시,0
2025-08,학력,초졸 이하,경기도,23
2025-08,학력,초졸 이하,강원도,0
2025-08,학력,초졸 이하,충청북도,1
2025-08,학력,초졸 이하,충청남도,4
2025-08,학력,초졸 이하,전라북도,2
2025-08,학력,초졸 이하,전라남도,1
2025-08,학력,초졸 이하,경상북도,2
2025-08,학력,초졸 이하,경상남도,5
2025-08,학력,초졸 이하,제주도,0
2025-08,학력,중졸,전 체,385
2025-08,학력,중졸,서울,79
2025-08,학력,중졸,부산,30
2025-08,학력,중졸,대구,42
2025-08,학력,중졸,인천,27
2025-08,학력,중졸,광주,2
2025-08,학력,중졸,대전,5
2025-08,학력,중졸,울산,4
2025-08,학력,중졸,세종시,5
2025-08,학력,중졸,경기도,87
2025-08,학력,중졸,강원도,0
2025-08,학력,중졸,충청북도,22
2025-08,학력,중졸,충청남도,24
2025-08,학력,중졸,전라북도,4
2025-08,학력,중졸,전라남도,7
2025-08,학력,중졸,경상북도,18
2025-08,학력,중졸,경상남도,29
2025-08,학력,중졸,제주도,0
2025-08,학력,고졸,전 체,7012
2025-08,학력,고졸,서울,1121
2025-08,학력,고졸,부산,248
2025-08,학력,고졸,대구,124
2025-08,학력,고졸,인천,288
2025-08,학력,고졸,광주,122
2025-08,학력,고졸,대전,130
2025-08,학력,고졸,울산,68
2025-08,학력,고졸,세종시,22
2025-08,학력,고졸,경기도,1560
2025-08,학력,고졸,강원도,140
2025-08,학력,고졸,충청북도,1135
2025-08,학력,고졸,충청남도,579
2025-08,학력,고졸,전라북도,331
2025-08,학력,고졸,전라남도,256
2025-08,학력,고졸,경상북도,375
2025-08,학력,고졸,경상남도,494
2025-08,학력,고졸,제주도,19
2025-08,학력,전문대졸,전 체,3489
2025-08,학력,전문대졸,서울,477
2025-08,학력,전문대졸,부산,186
2025-08,학력,전문대졸,대구,184
2025-08,학력,전문대졸,인천,123
2025-08,학력,전문대졸,광주,93
2025-08,학력,전문대졸,대전,86
2025-08,학력,전문대졸,울산,87
2025-08,학력,전문대졸,세종시,9
2025-08,학력,전문대졸,경기도,636
2025-08,학력,전문대졸,강원도,92
2025-08,학력,전문대졸,충청북도,158
2025-08,학력,전문대졸,충청남도,217
2025-08,학력,전문대졸,전라북도,208
2025-08,학력,전문대졸,전라남도,216
2025-08,학력,전문대졸,경상북도,363
2025-08,학력,전문대졸,경상남도,327
2025-08,학력,전문대졸,제주도,27
2025-08,학력,대졸,전 체,994
2025-08,학력,대졸,서울,159
2025-08,학력,대졸,부산,84
2025-08,학력,대졸,대구,43
2025-08,학력,대졸,인천,22
2025-08,학력,대졸,광주,51
2025-08,학력,대졸,대전,59
2025-08,학력,대졸,울산,17
2025-08,학력,대졸,세종시,9
2025-08,학력,대졸,경기도,118
2025-08,학력,대졸,강원도,81
2025-08,학력,대졸,충청북도,31
2025-08,학력,대졸,충청남도,65
2025-08,학력,대졸,전라북도,62
2025-08,학력,대졸,전라남도,59
2025-08,학력,대졸,경상북도,63
2025-08,학력,대졸,경상남도,65
2025-08,학력,대졸,제주도,6
2025-08,학력,대학원졸 이상,전 체,74
2025-08,학력,대학원졸 이상,서울,39
2025-08,학력,대학원졸 이상,부산,4
2025-08,학력,대학원졸 이상,대구,0
2025-08,학력,대학원졸 이상,인천,2
2025-08,학력,대학원졸 이상,광주,2
2025-08,학력,대학원졸 이상,대전,3
2025-08,학력,대학원졸 이상,울산,3
2025-08,학력,대학원졸 이상,세종시,1
2025-08,학력,대학원졸 이상,경기도,2
2025-08,학력,대학원졸 이상,강원도,2
2025-08,학력,대학원졸 이상,충청북도,2
2025-08,학력,대학원졸 이상,충청남도,1
2025-08,학력,대학원졸 이상,전라북도,2
2025-08,학력,대학원졸 이상,전라남도,2
2025-08,학력,대학원졸 이상,경상북도,4
2025-08,학력,대학원졸 이상,경상남도,3
2025-08,학력,대학원졸 이상,제주도,2
2025-08,학력,무관,전 체,142437
2025-08,학력,무관,서울,25584
2025-08,학력,무관,부산,10040
2025-08,학력,무관,대구,6252
2025-08,학력,무관,인천,8043
2025-08,학력,무관,광주,2380
2025-08,학력,무관,대전,1866
2025-08,학력,무관,울산,3502
2025-08,학력,무관,세종시,542
2025-08,학력,무관,경기도,37542
2025-08,학력,무관,강원도,3296
2025-08,학력,무관,충청북도,4747
2025-08,학력,무관,충청남도,6523
2025-08,학력,무관,전라북도,6573
2025-08,학력,무관,전라남도,5563
2025-08,학력,무관,경상북도,7802
2025-08,학력,무관,경상남도,11301
2025-08,학력,무관,제주도,881
2025-08,임금대,50만원 미만,전 체,2453
2025-08,임금대,50만원 미만,서울,280
2025-08,임금대,50만원 미만,부산,423
2025-08,임금대,50만원 미만,대구,268
2025-08,임금대,50만원 미만,인천,269
2025-08,임금대,50만원 미만,광주,7
2025-08,임금대,50만원 미만,대전,8
2025-08,임금대,50만원 미만,울산,79
2025-08,임금대,50만원 미만,세종시,3
2025-08,임금대,50만원 미만,경기도,758
2025-08,임금대,50만원 미만,강원도,30
2025-08,임금대,50만원 미만,충청북도,1
2025-08,임금대,50만원 미만,충청남도,20
2025-08,임금대,50만원 미만,전라북도,62
2025-08,임금대,50만원 미만,전라남도,22
2025-08,임금대,50만원 미만,경상북도,82
2025-08,임금대,50만원 미만,경상남도,134
2025-08,임금대,50만원 미만,제주도,7
2025-08,임금대,50~100만원 미만,전 체,14733
2025-08,임금대,50~100만원 미만,서울,3136
2025-08,임금대,50~100만원 미만,부산,1864
2025-08,임금대,50~100만원 미만,대구,1241
2025-08,임금대,50~100만원 미만,인천,1513
2025-08,임금대,50~100만원 미만,광주,51
2025-08,임금대,50~100만원 미만,대전,67
2025-08,임금대,50~100만원 미만,울산,274
2025-08,임금대,50~100만원 미만,세종시,18
2025-08,임금대,50~100만원 미만,경기도,4407
2025-08,임금대,50~100만원 미만,강원도,163
2025-08,임금대,50~100만원 미만,충청북도,75
2025-08,임금대,50~100만원 미만,충청남도,140
2025-08,임금대,50~100만원 미만,전라북도,395
2025-08,임금대,50~100만원 미만,전라남도,140
2025-08,임금대,50~100만원 미만,경상북도,430
2025-08,임금대,50~100만원 미만,경상남도,808
2025-08,임금대,50~100만원 미만,제주도,11
2025-08,임금대,100~150만원 미만,전 체,5003
2025-08,임금대,100~150만원 미만,서울,1221
2025-08,임금대,100~150만원 미만,부산,436
2025-08,임금대,100~150만원 미만,대구,201
2025-08,임금대,100~150만원 미만,인천,327
2025-08,임금대,100~150만원 미만,광주,67
2025-08,임금대,100~150만원 미만,대전,118
2025-08,임금대,100~150만원 미만,울산,97
2025-08,임금대,100~150만원 미만,세종시,14
2025-08,임금대,100~150만원 미만,경기도,1273
2025-08,임금대,100~150만원 미만,강원도,122
2025-08,임금대,100~150만원 미만,충청북도,94
2025-08,임금대,100~150만원 미만,충청남도,96
2025-08,임금대,100~150만원 미만,전라북도,314
2025-08,임금대,100~150만원 미만,전라남도,129
2025-08,임금대,100~150만원 미만,경상북도,211
2025-08,임금대,100~150만원 미만,경상남도,248
2025-08,임금대,100~150만원 미만,제주도,35
2025-08,임금대,150~200만원 미만,전 체,5447
2025-08,임금대,150~200만원 미만,서울,1646
2025-08,임금대,150~200만원 미만,부산,533
2025-08,임금대,150~200만원 미만,대구,266
2025-08,임금대,150~200만원 미만,인천,356
2025-08,임금대,150~200만원 미만,광주,84
2025-08,임금대,150~200만원 미만,대전,63
2025-08,임금대,150~200만원 미만,울산,70
2025-08,임금대,150~200만원 미만,세종시,22
2025-08,임금대,150~200만원 미만,경기도,1479
2025-08,임금대,150~200만원 미만,강원도,81
2025-08,임금대,150~200만원 미만,충청북도,83
2025-08,임금대,150~200만원 미만,충청남도,152
2025-08,임금대,150~200만원 미만,전라북도,209
2025-08,임금대,150~200만원 미만,전라남도,67
2025-08,임금대,150~200만원 미만,경상북도,112
2025-08,임금대,150~200만원 미만,경상남도,199
2025-08,임금대,150~200만원 미만,제주도,25
2025-08,임금대,200~250만원 미만,전 체,75993
2025-08,임금대,200~250만원 미만,서울,13179
2025-08,임금대,200~250만원 미만,부산,4457
2025-08,임금대,200~250만원 미만,대구,3290
2025-08,임금대,200~250만원 미만,인천,3586
2025-08,임금대,200~250만원 미만,광주,1430
2025-08,임금대,200~250만원 미만,대전,1282
2025-08,임금대,200~250만원 미만,울산,1966
2025-08,임금대,200~250만원 미만,세종시,267
2025-08,임금대,200~250만원 미만,경기도,17846
2025-08,임금대,200~250만원 미만,강원도,2083
2025-08,임금대,200~250만원 미만,충청북도,3146
2025-08,임금대,200~250만원 미만,충청남도,4393
2025-08,임금대,200~250만원 미만,전라북도,3958
2025-08,임금대,200~250만원 미만,전라남도,3618
2025-08,임금대,200~250만원 미만,경상북도,4789
2025-08,임금대,200~250만원 미만,경상남도,6189
2025-08,임금대,200~250만원 미만,제주도,514
2025-08,임금대,250만원 이상,전 체,50840
2025-08,임금대,250만원 이상,서울,7997
2025-08,임금대,250만원 이상,부산,2883
2025-08,임금대,250만원 이상,대구,1384
2025-08,임금대,250만원 이상,인천,2477
2025-08,임금대,250만원 이상,광주,1011
2025-08,임금대,250만원 이상,대전,616
2025-08,임금대,250만원 이상,울산,1198
2025-08,임금대,250만원 이상,세종시,264
2025-08,임금대,250만원 이상,경기도,14205
2025-08,임금대,250만원 이상,강원도,1132
2025-08,임금대,250만원 이상,충청북도,2697
2025-08,임금대,250만원 이상,충청남도,2612
2025-08,임금대,250만원 이상,전라북도,2244
2025-08,임금대,250만원 이상,전라남도,2128
2025-08,임금대,250만원 이상,경상북도,3003
2025-08,임금대,250만원 이상,경상남도,4646
2025-08,임금대,250만원 이상,제주도,343
2025-09,형태,기간의 정함이 없는 근로계약(시간제),전 체,20327
2025-09,형태,기간의 정함이 없는 근로계약(시간제),서울,3898
2025-09,형태,기간의 정함이 없는 근로계약(시간제),부산,2746
2025-09,형태,기간의 정함이 없는 근로계약(시간제),대구,1537
2025-09,형태,기간의 정함이 없는 근로계약(시간제),인천,2060
2025-09,형태,기간의 정함이 없는 근로계약(시간제),광주,129
2025-09,형태,기간의 정함이 없는 근로계약(시간제),대전,94
2025-09,형태,기간의 정함이 없는 근로계약(시간제),울산,409
2025-09,형태,기간의 정함이 없는 근로계약(시간제),세종시,30
2025-09,형태,기간의 정함이 없는 근로계약(시간제),경기도,5928
2025-09,형태,기간의 정함이 없는 근로계약(시간제),강원도,271
2025-09,형태,기간의 정함이 없는 근로계약(시간제),충청북도,123
2025-09,형태,기간의 정함이 없는 근로계약(시간제),충청남도,215
2025-09,형태,기간의 정함이 없는 근로계약(시간제),전라북도,704
2025-09,형태,기간의 정함이 없는 근로계약(시간제),전라남도,293
2025-09,형태,기간의 정함이 없는 근로계약(시간제),경상북도,628
2025-09,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1240
2025-09,형태,기간의 정함이 없는 근로계약(시간제),제주도,22
2025-09,형태,기간의 정함이 있는 근로계약,전 체,43503
2025-09,형태,기간의 정함이 있는 근로계약,서울,12837
2025-09,형태,기간의 정함이 있는 근로계약,부산,3045
2025-09,형태,기간의 정함이 있는 근로계약,대구,1381
2025-09,형태,기간의 정함이 있는 근로계약,인천,1910
2025-09,형태,기간의 정함이 있는 근로계약,광주,565
2025-09,형태,기간의 정함이 있는 근로계약,대전,1111
2025-09,형태,기간의 정함이 있는 근로계약,울산,678
2025-09,형태,기간의 정함이 있는 근로계약,세종시,160
2025-09,형태,기간의 정함이 있는 근로계약,경기도,9261
2025-09,형태,기간의 정함이 있는 근로계약,강원도,1268
2025-09,형태,기간의 정함이 있는 근로계약,충청북도,2149
2025-09,형태,기간의 정함이 있는 근로계약,충청남도,1415
2025-09,형태,기간의 정함이 있는 근로계약,전라북도,1939
2025-09,형태,기간의 정함이 있는 근로계약,전라남도,1145
2025-09,형태,기간의 정함이 있는 근로계약,경상북도,2070
2025-09,형태,기간의 정함이 있는 근로계약,경상남도,2160
2025-09,형태,기간의 정함이 있는 근로계약,제주도,409
2025-09,형태,기간의 정함이 있는 근로계약(시간제),전 체,3771
2025-09,형태,기간의 정함이 있는 근로계약(시간제),서울,1177
2025-09,형태,기간의 정함이 있는 근로계약(시간제),부산,313
2025-09,형태,기간의 정함이 있는 근로계약(시간제),대구,207
2025-09,형태,기간의 정함이 있는 근로계약(시간제),인천,286
2025-09,형태,기간의 정함이 있는 근로계약(시간제),광주,42
2025-09,형태,기간의 정함이 있는 근로계약(시간제),대전,59
2025-09,형태,기간의 정함이 있는 근로계약(시간제),울산,65
2025-09,형태,기간의 정함이 있는 근로계약(시간제),세종시,14
2025-09,형태,기간의 정함이 있는 근로계약(시간제),경기도,877
2025-09,형태,기간의 정함이 있는 근로계약(시간제),강원도,71
2025-09,형태,기간의 정함이 있는 근로계약(시간제),충청북도,52
2025-09,형태,기간의 정함이 있는 근로계약(시간제),충청남도,57
2025-09,형태,기간의 정함이 있는 근로계약(시간제),전라북도,160
2025-09,형태,기간의 정함이 있는 근로계약(시간제),전라남도,72
2025-09,형태,기간의 정함이 있는 근로계약(시간제),경상북도,156
2025-09,형태,기간의 정함이 있는 근로계약(시간제),경상남도,153
2025-09,형태,기간의 정함이 있는 근로계약(시간제),제주도,10
2025-09,형태,일용직,전 체,1036
2025-09,형태,일용직,서울,262
2025-09,형태,일용직,부산,17
2025-09,형태,일용직,대구,10
2025-09,형태,일용직,인천,43
2025-09,형태,일용직,광주,42
2025-09,형태,일용직,대전,7
2025-09,형태,일용직,울산,13
2025-09,형태,일용직,세종시,0
2025-09,형태,일용직,경기도,224
2025-09,형태,일용직,강원도,9
2025-09,형태,일용직,충청북도,8
2025-09,형태,일용직,충청남도,7
2025-09,형태,일용직,전라북도,301
2025-09,형태,일용직,전라남도,51
2025-09,형태,일용직,경상북도,22
2025-09,형태,일용직,경상남도,20
2025-09,형태,일용직,제주도,0
2025-09,학력,초졸 이하,전 체,69
2025-09,학력,초졸 이하,서울,2
2025-09,학력,초졸 이하,부산,12
2025-09,학력,초졸 이하,대구,2
2025-09,학력,초졸 이하,인천,17
2025-09,학력,초졸 이하,광주,0
2025-09,학력,초졸 이하,대전,0
2025-09,학력,초졸 이하,울산,0
2025-09,학력,초졸 이하,세종시,0
2025-09,학력,초졸 이하,경기도,15
2025-09,학력,초졸 이하,강원도,2
2025-09,학력,초졸 이하,충청북도,0
2025-09,학력,초졸 이하,충청남도,1
2025-09,학력,초졸 이하,전라북도,2
2025-09,학력,초졸 이하,전라남도,3
2025-09,학력,초졸 이하,경상북도,3
2025-09,학력,초졸 이하,경상남도,9
2025-09,학력,초졸 이하,제주도,1
2025-09,학력,중졸,전 체,478
2025-09,학력,중졸,서울,64
2025-09,학력,중졸,부산,13
2025-09,학력,중졸,대구,24
2025-09,학력,중졸,인천,126
2025-09,학력,중졸,광주,3
2025-09,학력,중졸,대전,1
2025-09,학력,중졸,울산,7
2025-09,학력,중졸,세종시,0
2025-09,학력,중졸,경기도,116
2025-09,학력,중졸,강원도,0
2025-09,학력,중졸,충청북도,37
2025-09,학력,중졸,충청남도,20
2025-09,학력,중졸,전라북도,3
2025-09,학력,중졸,전라남도,20
2025-09,학력,중졸,경상북도,12
2025-09,학력,중졸,경상남도,32
2025-09,학력,중졸,제주도,0
2025-09,학력,고졸,전 체,7958
2025-09,학력,고졸,서울,1077
2025-09,학력,고졸,부산,278
2025-09,학력,고졸,대구,169
2025-09,학력,고졸,인천,303
2025-09,학력,고졸,광주,133
2025-09,학력,고졸,대전,114
2025-09,학력,고졸,울산,86
2025-09,학력,고졸,세종시,18
2025-09,학력,고졸,경기도,1950
2025-09,학력,고졸,강원도,286
2025-09,학력,고졸,충청북도,1406
2025-09,학력,고졸,충청남도,650
2025-09,학력,고졸,전라북도,203
2025-09,학력,고졸,전라남도,230
2025-09,학력,고졸,경상북도,521
2025-09,학력,고졸,경상남도,476
2025-09,학력,고졸,제주도,58
2025-09,학력,전문대졸,전 체,3952
2025-09,학력,전문대졸,서울,494
2025-09,학력,전문대졸,부산,209
2025-09,학력,전문대졸,대구,271
2025-09,학력,전문대졸,인천,160
2025-09,학력,전문대졸,광주,172
2025-09,학력,전문대졸,대전,87
2025-09,학력,전문대졸,울산,66
2025-09,학력,전문대졸,세종시,17
2025-09,학력,전문대졸,경기도,760
2025-09,학력,전문대졸,강원도,158
2025-09,학력,전문대졸,충청북도,261
2025-09,학력,전문대졸,충청남도,161
2025-09,학력,전문대졸,전라북도,206
2025-09,학력,전문대졸,전라남도,207
2025-09,학력,전문대졸,경상북도,354
2025-09,학력,전문대졸,경상남도,333
2025-09,학력,전문대졸,제주도,36
2025-09,학력,대졸,전 체,1357
2025-09,학력,대졸,서울,238
2025-09,학력,대졸,부산,99
2025-09,학력,대졸,대구,40
2025-09,학력,대졸,인천,23
2025-09,학력,대졸,광주,78
2025-09,학력,대졸,대전,58
2025-09,학력,대졸,울산,9
2025-09,학력,대졸,세종시,12
2025-09,학력,대졸,경기도,216
2025-09,학력,대졸,강원도,89
2025-09,학력,대졸,충청북도,89
2025-09,학력,대졸,충청남도,59
2025-09,학력,대졸,전라북도,53
2025-09,학력,대졸,전라남도,73
2025-09,학력,대졸,경상북도,94
2025-09,학력,대졸,경상남도,115
2025-09,학력,대졸,제주도,12
2025-09,학력,대학원졸 이상,전 체,92
2025-09,학력,대학원졸 이상,서울,39
2025-09,학력,대학원졸 이상,부산,4
2025-09,학력,대학원졸 이상,대구,0
2025-09,학력,대학원졸 이상,인천,1
2025-09,학력,대학원졸 이상,광주,6
2025-09,학력,대학원졸 이상,대전,14
2025-09,학력,대학원졸 이상,울산,0
2025-09,학력,대학원졸 이상,세종시,0
2025-09,학력,대학원졸 이상,경기도,7
2025-09,학력,대학원졸 이상,강원도,5
2025-09,학력,대학원졸 이상,충청북도,4
2025-09,학력,대학원졸 이상,충청남도,2
2025-09,학력,대학원졸 이상,전라북도,3
2025-09,학력,대학원졸 이상,전라남도,0
2025-09,학력,대학원졸 이상,경상북도,5
2025-09,학력,대학원졸 이상,경상남도,2
2025-09,학력,대학원졸 이상,제주도,0
2025-09,학력,무관,전 체,151427
2025-09,학력,무관,서울,24335
2025-09,학력,무관,부산,10730
2025-09,학력,무관,대구,5962
2025-09,학력,무관,인천,8760
2025-09,학력,무관,광주,2330
2025-09,학력,무관,대전,2022
2025-09,학력,무관,울산,3464
2025-09,학력,무관,세종시,655
2025-09,학력,무관,경기도,41051
2025-09,학력,무관,강원도,3454
2025-09,학력,무관,충청북도,5327
2025-09,학력,무관,충청남도,7346
2025-09,학력,무관,전라북도,7219
2025-09,학력,무관,전라남도,6392
2025-09,학력,무관,경상북도,8352
2025-09,학력,무관,경상남도,12575
2025-09,학력,무관,제주도,1453
2025-09,임금대,50만원 미만,전 체,2505
2025-09,임금대,50만원 미만,서울,338
2025-09,임금대,50만원 미만,부산,422
2025-09,임금대,50만원 미만,대구,254
2025-09,임금대,50만원 미만,인천,295
2025-09,임금대,50만원 미만,광주,8
2025-09,임금대,50만원 미만,대전,7
2025-09,임금대,50만원 미만,울산,104
2025-09,임금대,50만원 미만,세종시,3
2025-09,임금대,50만원 미만,경기도,730
2025-09,임금대,50만원 미만,강원도,10
2025-09,임금대,50만원 미만,충청북도,9
2025-09,임금대,50만원 미만,충청남도,12
2025-09,임금대,50만원 미만,전라북도,89
2025-09,임금대,50만원 미만,전라남도,22
2025-09,임금대,50만원 미만,경상북도,70
2025-09,임금대,50만원 미만,경상남도,129
2025-09,임금대,50만원 미만,제주도,3
2025-09,임금대,50~100만원 미만,전 체,14356
2025-09,임금대,50~100만원 미만,서울,2909
2025-09,임금대,50~100만원 미만,부산,1959
2025-09,임금대,50~100만원 미만,대구,1158
2025-09,임금대,50~100만원 미만,인천,1496
2025-09,임금대,50~100만원 미만,광주,63
2025-09,임금대,50~100만원 미만,대전,46
2025-09,임금대,50~100만원 미만,울산,256
2025-09,임금대,50~100만원 미만,세종시,27
2025-09,임금대,50~100만원 미만,경기도,4304
2025-09,임금대,50~100만원 미만,강원도,151
2025-09,임금대,50~100만원 미만,충청북도,70
2025-09,임금대,50~100만원 미만,충청남도,125
2025-09,임금대,50~100만원 미만,전라북도,370
2025-09,임금대,50~100만원 미만,전라남도,160
2025-09,임금대,50~100만원 미만,경상북도,402
2025-09,임금대,50~100만원 미만,경상남도,853
2025-09,임금대,50~100만원 미만,제주도,7
2025-09,임금대,100~150만원 미만,전 체,5164
2025-09,임금대,100~150만원 미만,서울,1365
2025-09,임금대,100~150만원 미만,부산,468
2025-09,임금대,100~150만원 미만,대구,233
2025-09,임금대,100~150만원 미만,인천,338
2025-09,임금대,100~150만원 미만,광주,85
2025-09,임금대,100~150만원 미만,대전,87
2025-09,임금대,100~150만원 미만,울산,95
2025-09,임금대,100~150만원 미만,세종시,21
2025-09,임금대,100~150만원 미만,경기도,1247
2025-09,임금대,100~150만원 미만,강원도,107
2025-09,임금대,100~150만원 미만,충청북도,104
2025-09,임금대,100~150만원 미만,충청남도,101
2025-09,임금대,100~150만원 미만,전라북도,237
2025-09,임금대,100~150만원 미만,전라남도,104
2025-09,임금대,100~150만원 미만,경상북도,307
2025-09,임금대,100~150만원 미만,경상남도,240
2025-09,임금대,100~150만원 미만,제주도,25
2025-09,임금대,150~200만원 미만,전 체,4671
2025-09,임금대,150~200만원 미만,서울,1320
2025-09,임금대,150~200만원 미만,부산,419
2025-09,임금대,150~200만원 미만,대구,200
2025-09,임금대,150~200만원 미만,인천,310
2025-09,임금대,150~200만원 미만,광주,54
2025-09,임금대,150~200만원 미만,대전,56
2025-09,임금대,150~200만원 미만,울산,58
2025-09,임금대,150~200만원 미만,세종시,11
2025-09,임금대,150~200만원 미만,경기도,1195
2025-09,임금대,150~200만원 미만,강원도,47
2025-09,임금대,150~200만원 미만,충청북도,99
2025-09,임금대,150~200만원 미만,충청남도,240
2025-09,임금대,150~200만원 미만,전라북도,145
2025-09,임금대,150~200만원 미만,전라남도,69
2025-09,임금대,150~200만원 미만,경상북도,96
2025-09,임금대,150~200만원 미만,경상남도,262
2025-09,임금대,150~200만원 미만,제주도,90
2025-09,임금대,200~250만원 미만,전 체,85448
2025-09,임금대,200~250만원 미만,서울,12217
2025-09,임금대,200~250만원 미만,부산,4953
2025-09,임금대,200~250만원 미만,대구,2997
2025-09,임금대,200~250만원 미만,인천,4467
2025-09,임금대,200~250만원 미만,광주,1483
2025-09,임금대,200~250만원 미만,대전,1433
2025-09,임금대,200~250만원 미만,울산,1937
2025-09,임금대,200~250만원 미만,세종시,358
2025-09,임금대,200~250만원 미만,경기도,22028
2025-09,임금대,200~250만원 미만,강원도,2324
2025-09,임금대,200~250만원 미만,충청북도,3449
2025-09,임금대,200~250만원 미만,충청남도,5077
2025-09,임금대,200~250만원 미만,전라북도,4784
2025-09,임금대,200~250만원 미만,전라남도,4275
2025-09,임금대,200~250만원 미만,경상북도,5361
2025-09,임금대,200~250만원 미만,경상남도,7373
2025-09,임금대,200~250만원 미만,제주도,932
2025-09,임금대,250만원 이상,전 체,53189
2025-09,임금대,250만원 이상,서울,8100
2025-09,임금대,250만원 이상,부산,3124
2025-09,임금대,250만원 이상,대구,1626
2025-09,임금대,250만원 이상,인천,2484
2025-09,임금대,250만원 이상,광주,1029
2025-09,임금대,250만원 이상,대전,667
2025-09,임금대,250만원 이상,울산,1182
