연월,축,항목,시도,값
2026-02,형태,기간의 정함이 없는 근로계약(시간제),서울,2794
2026-02,형태,기간의 정함이 없는 근로계약(시간제),부산,2066
2026-02,형태,기간의 정함이 없는 근로계약(시간제),대구,1232
2026-02,형태,기간의 정함이 없는 근로계약(시간제),인천,1597
2026-02,형태,기간의 정함이 없는 근로계약(시간제),광주,92
2026-02,형태,기간의 정함이 없는 근로계약(시간제),대전,64
2026-02,형태,기간의 정함이 없는 근로계약(시간제),울산,333
2026-02,형태,기간의 정함이 없는 근로계약(시간제),세종시,37
2026-02,형태,기간의 정함이 없는 근로계약(시간제),경기도,4722
2026-02,형태,기간의 정함이 없는 근로계약(시간제),강원도,220
2026-02,형태,기간의 정함이 없는 근로계약(시간제),충청북도,95
2026-02,형태,기간의 정함이 없는 근로계약(시간제),충청남도,191
2026-02,형태,기간의 정함이 없는 근로계약(시간제),전라북도,680
2026-02,형태,기간의 정함이 없는 근로계약(시간제),전라남도,308
2026-02,형태,기간의 정함이 없는 근로계약(시간제),경상북도,496
2026-02,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1046
2026-02,형태,기간의 정함이 없는 근로계약(시간제),제주도,29
2026-02,형태,기간의 정함이 있는 근로계약,전 체,37849
2026-02,형태,기간의 정함이 있는 근로계약,서울,10115
2026-02,형태,기간의 정함이 있는 근로계약,부산,2584
2026-02,형태,기간의 정함이 있는 근로계약,대구,1329
2026-02,형태,기간의 정함이 있는 근로계약,인천,1747
2026-02,형태,기간의 정함이 있는 근로계약,광주,669
2026-02,형태,기간의 정함이 있는 근로계약,대전,865
2026-02,형태,기간의 정함이 있는 근로계약,울산,580
2026-02,형태,기간의 정함이 있는 근로계약,세종시,190
2026-02,형태,기간의 정함이 있는 근로계약,경기도,8914
2026-02,형태,기간의 정함이 있는 근로계약,강원도,1081
2026-02,형태,기간의 정함이 있는 근로계약,충청북도,1051
2026-02,형태,기간의 정함이 있는 근로계약,충청남도,1411
2026-02,형태,기간의 정함이 있는 근로계약,전라북도,1435
2026-02,형태,기간의 정함이 있는 근로계약,전라남도,1160
2026-02,형태,기간의 정함이 있는 근로계약,경상북도,2203
2026-02,형태,기간의 정함이 있는 근로계약,경상남도,2161
2026-02,형태,기간의 정함이 있는 근로계약,제주도,354
2026-02,형태,기간의 정함이 있는 근로계약(시간제),전 체,4105
2026-02,형태,기간의 정함이 있는 근로계약(시간제),서울,1171
2026-02,형태,기간의 정함이 있는 근로계약(시간제),부산,357
2026-02,형태,기간의 정함이 있는 근로계약(시간제),대구,149
2026-02,형태,기간의 정함이 있는 근로계약(시간제),인천,302
2026-02,형태,기간의 정함이 있는 근로계약(시간제),광주,46
2026-02,형태,기간의 정함이 있는 근로계약(시간제),대전,33
2026-02,형태,기간의 정함이 있는 근로계약(시간제),울산,62
2026-02,형태,기간의 정함이 있는 근로계약(시간제),세종시,14
2026-02,형태,기간의 정함이 있는 근로계약(시간제),경기도,1002
2026-02,형태,기간의 정함이 있는 근로계약(시간제),강원도,91
2026-02,형태,기간의 정함이 있는 근로계약(시간제),충청북도,79
2026-02,형태,기간의 정함이 있는 근로계약(시간제),충청남도,84
2026-02,형태,기간의 정함이 있는 근로계약(시간제),전라북도,222
2026-02,형태,기간의 정함이 있는 근로계약(시간제),전라남도,78
2026-02,형태,기간의 정함이 있는 근로계약(시간제),경상북도,136
2026-02,형태,기간의 정함이 있는 근로계약(시간제),경상남도,272
2026-02,형태,기간의 정함이 있는 근로계약(시간제),제주도,7
2026-02,형태,일용직,전 체,174
2026-02,형태,일용직,서울,75
2026-02,형태,일용직,부산,1
2026-02,형태,일용직,대구,0
2026-02,형태,일용직,인천,2
2026-02,형태,일용직,광주,0
2026-02,형태,일용직,대전,5
2026-02,형태,일용직,울산,0
2026-02,형태,일용직,세종시,1
2026-02,형태,일용직,경기도,24
2026-02,형태,일용직,강원도,1
2026-02,형태,일용직,충청북도,0
2026-02,형태,일용직,충청남도,1
2026-02,형태,일용직,전라북도,13
2026-02,형태,일용직,전라남도,36
2026-02,형태,일용직,경상북도,15
2026-02,형태,일용직,경상남도,0
2026-02,형태,일용직,제주도,0
2026-02,학력,초졸 이하,전 체,66
2026-02,학력,초졸 이하,서울,3
2026-02,학력,초졸 이하,부산,15
2026-02,학력,초졸 이하,대구,2
2026-02,학력,초졸 이하,인천,13
2026-02,학력,초졸 이하,광주,0
2026-02,학력,초졸 이하,대전,0
2026-02,학력,초졸 이하,울산,0
2026-02,학력,초졸 이하,세종시,0
2026-02,학력,초졸 이하,경기도,16
2026-02,학력,초졸 이하,강원도,0
2026-02,학력,초졸 이하,충청북도,3
2026-02,학력,초졸 이하,충청남도,4
2026-02,학력,초졸 이하,전라북도,4
2026-02,학력,초졸 이하,전라남도,3
2026-02,학력,초졸 이하,경상북도,3
2026-02,학력,초졸 이하,경상남도,0
2026-02,학력,초졸 이하,제주도,0
2026-02,학력,중졸,전 체,267
2026-02,학력,중졸,서울,37
2026-02,학력,중졸,부산,14
2026-02,학력,중졸,대구,18
2026-02,학력,중졸,인천,25
2026-02,학력,중졸,광주,3
2026-02,학력,중졸,대전,1
2026-02,학력,중졸,울산,0
2026-02,학력,중졸,세종시,0
2026-02,학력,중졸,경기도,102
2026-02,학력,중졸,강원도,1
2026-02,학력,중졸,충청북도,21
2026-02,학력,중졸,충청남도,9
2026-02,학력,중졸,전라북도,8
2026-02,학력,중졸,전라남도,2
2026-02,학력,중졸,경상북도,12
2026-02,학력,중졸,경상남도,13
2026-02,학력,중졸,제주도,1
2026-02,학력,고졸,전 체,5197
2026-02,학력,고졸,서울,693
2026-02,학력,고졸,부산,254
2026-02,학력,고졸,대구,121
2026-02,학력,고졸,인천,220
2026-02,학력,고졸,광주,59
2026-02,학력,고졸,대전,112
2026-02,학력,고졸,울산,77
2026-02,학력,고졸,세종시,27
2026-02,학력,고졸,경기도,1675
2026-02,학력,고졸,강원도,116
2026-02,학력,고졸,충청북도,432
2026-02,학력,고졸,충청남도,412
2026-02,학력,고졸,전라북도,202
2026-02,학력,고졸,전라남도,144
2026-02,학력,고졸,경상북도,293
2026-02,학력,고졸,경상남도,339
2026-02,학력,고졸,제주도,21
2026-02,학력,전문대졸,전 체,3992
2026-02,학력,전문대졸,서울,429
2026-02,학력,전문대졸,부산,233
2026-02,학력,전문대졸,대구,185
2026-02,학력,전문대졸,인천,101
2026-02,학력,전문대졸,광주,140
2026-02,학력,전문대졸,대전,83
2026-02,학력,전문대졸,울산,71
2026-02,학력,전문대졸,세종시,12
2026-02,학력,전문대졸,경기도,694
2026-02,학력,전문대졸,강원도,162
2026-02,학력,전문대졸,충청북도,189
2026-02,학력,전문대졸,충청남도,270
2026-02,학력,전문대졸,전라북도,307
2026-02,학력,전문대졸,전라남도,266
2026-02,학력,전문대졸,경상북도,317
2026-02,학력,전문대졸,경상남도,494
2026-02,학력,전문대졸,제주도,39
2026-02,학력,대졸,전 체,1094
2026-02,학력,대졸,서울,118
2026-02,학력,대졸,부산,140
2026-02,학력,대졸,대구,40
2026-02,학력,대졸,인천,25
2026-02,학력,대졸,광주,41
2026-02,학력,대졸,대전,98
2026-02,학력,대졸,울산,16
2026-02,학력,대졸,세종시,13
2026-02,학력,대졸,경기도,132
2026-02,학력,대졸,강원도,50
2026-02,학력,대졸,충청북도,45
2026-02,학력,대졸,충청남도,54
2026-02,학력,대졸,전라북도,57
2026-02,학력,대졸,전라남도,81
2026-02,학력,대졸,경상북도,91
2026-02,학력,대졸,경상남도,82
2026-02,학력,대졸,제주도,11
2026-02,학력,대학원졸 이상,전 체,60
2026-02,학력,대학원졸 이상,서울,11
2026-02,학력,대학원졸 이상,부산,4
2026-02,학력,대학원졸 이상,대구,2
2026-02,학력,대학원졸 이상,인천,3
2026-02,학력,대학원졸 이상,광주,2
2026-02,학력,대학원졸 이상,대전,15
2026-02,학력,대학원졸 이상,울산,1
2026-02,학력,대학원졸 이상,세종시,1
2026-02,학력,대학원졸 이상,경기도,7
2026-02,학력,대학원졸 이상,강원도,1
2026-02,학력,대학원졸 이상,충청북도,0
2026-02,학력,대학원졸 이상,충청남도,5
2026-02,학력,대학원졸 이상,전라북도,1
2026-02,학력,대학원졸 이상,전라남도,0
2026-02,학력,대학원졸 이상,경상북도,4
2026-02,학력,대학원졸 이상,경상남도,2
2026-02,학력,대학원졸 이상,제주도,1
2026-02,학력,무관,전 체,117589
2026-02,학력,무관,서울,18178
2026-02,학력,무관,부산,8098
2026-02,학력,무관,대구,4705
2026-02,학력,무관,인천,7146
2026-02,학력,무관,광주,1967
2026-02,학력,무관,대전,1533
2026-02,학력,무관,울산,2610
2026-02,학력,무관,세종시,602
2026-02,학력,무관,경기도,32176
2026-02,학력,무관,강원도,2903
2026-02,학력,무관,충청북도,4312
2026-02,학력,무관,충청남도,5743
2026-02,학력,무관,전라북도,5297
2026-02,학력,무관,전라남도,4633
2026-02,학력,무관,경상북도,6765
2026-02,학력,무관,경상남도,9910
2026-02,학력,무관,제주도,1011
2026-02,임금대,50만원 미만,전 체,2000
2026-02,임금대,50만원 미만,서울,226
2026-02,임금대,50만원 미만,부산,342
2026-02,임금대,50만원 미만,대구,219
2026-02,임금대,50만원 미만,인천,234
2026-02,임금대,50만원 미만,광주,15
2026-02,임금대,50만원 미만,대전,5
2026-02,임금대,50만원 미만,울산,62
2026-02,임금대,50만원 미만,세종시,3
2026-02,임금대,50만원 미만,경기도,613
2026-02,임금대,50만원 미만,강원도,14
2026-02,임금대,50만원 미만,충청북도,8
2026-02,임금대,50만원 미만,충청남도,8
2026-02,임금대,50만원 미만,전라북도,66
2026-02,임금대,50만원 미만,전라남도,15
2026-02,임금대,50만원 미만,경상북도,54
2026-02,임금대,50만원 미만,경상남도,116
2026-02,임금대,50만원 미만,제주도,0
2026-02,임금대,50~100만원 미만,전 체,11449
2026-02,임금대,50~100만원 미만,서울,2341
2026-02,임금대,50~100만원 미만,부산,1476
2026-02,임금대,50~100만원 미만,대구,940
2026-02,임금대,50~100만원 미만,인천,1148
2026-02,임금대,50~100만원 미만,광주,36
2026-02,임금대,50~100만원 미만,대전,37
2026-02,임금대,50~100만원 미만,울산,222
2026-02,임금대,50~100만원 미만,세종시,16
2026-02,임금대,50~100만원 미만,경기도,3308
2026-02,임금대,50~100만원 미만,강원도,143
2026-02,임금대,50~100만원 미만,충청북도,33
2026-02,임금대,50~100만원 미만,충청남도,123
2026-02,임금대,50~100만원 미만,전라북도,393
2026-02,임금대,50~100만원 미만,전라남도,127
2026-02,임금대,50~100만원 미만,경상북도,355
2026-02,임금대,50~100만원 미만,경상남도,737
2026-02,임금대,50~100만원 미만,제주도,14
2026-02,임금대,100~150만원 미만,전 체,5393
2026-02,임금대,100~150만원 미만,서울,1286
2026-02,임금대,100~150만원 미만,부산,482
2026-02,임금대,100~150만원 미만,대구,204
2026-02,임금대,100~150만원 미만,인천,261
2026-02,임금대,100~150만원 미만,광주,79
2026-02,임금대,100~150만원 미만,대전,61
2026-02,임금대,100~150만원 미만,울산,78
2026-02,임금대,100~150만원 미만,세종시,48
2026-02,임금대,100~150만원 미만,경기도,1311
2026-02,임금대,100~150만원 미만,강원도,181
2026-02,임금대,100~150만원 미만,충청북도,109
2026-02,임금대,100~150만원 미만,충청남도,99
2026-02,임금대,100~150만원 미만,전라북도,382
2026-02,임금대,100~150만원 미만,전라남도,234
2026-02,임금대,100~150만원 미만,경상북도,225
2026-02,임금대,100~150만원 미만,경상남도,328
2026-02,임금대,100~150만원 미만,제주도,25
2026-02,임금대,150~200만원 미만,전 체,4265
2026-02,임금대,150~200만원 미만,서울,1106
2026-02,임금대,150~200만원 미만,부산,365
2026-02,임금대,150~200만원 미만,대구,152
2026-02,임금대,150~200만원 미만,인천,391
2026-02,임금대,150~200만원 미만,광주,75
2026-02,임금대,150~200만원 미만,대전,57
2026-02,임금대,150~200만원 미만,울산,58
2026-02,임금대,150~200만원 미만,세종시,17
2026-02,임금대,150~200만원 미만,경기도,1132
2026-02,임금대,150~200만원 미만,강원도,63
2026-02,임금대,150~200만원 미만,충청북도,71
2026-02,임금대,150~200만원 미만,충청남도,159
2026-02,임금대,150~200만원 미만,전라북도,178
2026-02,임금대,150~200만원 미만,전라남도,75
2026-02,임금대,150~200만원 미만,경상북도,81
2026-02,임금대,150~200만원 미만,경상남도,188
2026-02,임금대,150~200만원 미만,제주도,97
2026-02,임금대,200~250만원 미만,전 체,59659
2026-02,임금대,200~250만원 미만,서울,7195
2026-02,임금대,200~250만원 미만,부산,3674
2026-02,임금대,200~250만원 미만,대구,2171
2026-02,임금대,200~250만원 미만,인천,3180
2026-02,임금대,200~250만원 미만,광주,1123
2026-02,임금대,200~250만원 미만,대전,1039
2026-02,임금대,200~250만원 미만,울산,1432
2026-02,임금대,200~250만원 미만,세종시,330
2026-02,임금대,200~250만원 미만,경기도,15799
2026-02,임금대,200~250만원 미만,강원도,1626
2026-02,임금대,200~250만원 미만,충청북도,2893
2026-02,임금대,200~250만원 미만,충청남도,3578
2026-02,임금대,200~250만원 미만,전라북도,3090
2026-02,임금대,200~250만원 미만,전라남도,2730
2026-02,임금대,200~250만원 미만,경상북도,3967
2026-02,임금대,200~250만원 미만,경상남도,5296
2026-02,임금대,200~250만원 미만,제주도,536
2026-02,임금대,250만원 이상,전 체,45499
2026-02,임금대,250만원 이상,서울,7315
2026-02,임금대,250만원 이상,부산,2419
2026-02,임금대,250만원 이상,대구,1387
2026-02,임금대,250만원 이상,인천,2319
2026-02,임금대,250만원 이상,광주,884
2026-02,임금대,250만원 이상,대전,643
2026-02,임금대,250만원 이상,울산,923
2026-02,임금대,250만원 이상,세종시,241
2026-02,임금대,250만원 이상,경기도,12639
2026-02,임금대,250만원 이상,강원도,1206
2026-02,임금대,250만원 이상,충청북도,1888
2026-02,임금대,250만원 이상,충청남도,2530
2026-02,임금대,250만원 이상,전라북도,1767
2026-02,임금대,250만원 이상,전라남도,1948
2026-02,임금대,250만원 이상,경상북도,2803
2026-02,임금대,250만원 이상,경상남도,4175
2026-02,임금대,250만원 이상,제주도,412
2026-03,형태,기간의 정함이 없는 근로계약(시간제),전 체,20531
2026-03,형태,기간의 정함이 없는 근로계약(시간제),서울,3648
2026-03,형태,기간의 정함이 없는 근로계약(시간제),부산,2793
2026-03,형태,기간의 정함이 없는 근로계약(시간제),대구,1587
2026-03,형태,기간의 정함이 없는 근로계약(시간제),인천,2038
2026-03,형태,기간의 정함이 없는 근로계약(시간제),광주,114
2026-03,형태,기간의 정함이 없는 근로계약(시간제),대전,86
2026-03,형태,기간의 정함이 없는 근로계약(시간제),울산,443
2026-03,형태,기간의 정함이 없는 근로계약(시간제),세종시,36
2026-03,형태,기간의 정함이 없는 근로계약(시간제),경기도,6008
2026-03,형태,기간의 정함이 없는 근로계약(시간제),강원도,219
2026-03,형태,기간의 정함이 없는 근로계약(시간제),충청북도,105
2026-03,형태,기간의 정함이 없는 근로계약(시간제),충청남도,241
2026-03,형태,기간의 정함이 없는 근로계약(시간제),전라북도,780
2026-03,형태,기간의 정함이 없는 근로계약(시간제),전라남도,287
2026-03,형태,기간의 정함이 없는 근로계약(시간제),경상북도,622
2026-03,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1496
2026-03,형태,기간의 정함이 없는 근로계약(시간제),제주도,28
2026-03,형태,기간의 정함이 있는 근로계약,전 체,51801
2026-03,형태,기간의 정함이 있는 근로계약,서울,14704
2026-03,형태,기간의 정함이 있는 근로계약,부산,3245
2026-03,형태,기간의 정함이 있는 근로계약,대구,1825
2026-03,형태,기간의 정함이 있는 근로계약,인천,2310
2026-03,형태,기간의 정함이 있는 근로계약,광주,827
2026-03,형태,기간의 정함이 있는 근로계약,대전,1137
2026-03,형태,기간의 정함이 있는 근로계약,울산,777
2026-03,형태,기간의 정함이 있는 근로계약,세종시,242
2026-03,형태,기간의 정함이 있는 근로계약,경기도,12023
2026-03,형태,기간의 정함이 있는 근로계약,강원도,1540
2026-03,형태,기간의 정함이 있는 근로계약,충청북도,1744
2026-03,형태,기간의 정함이 있는 근로계약,충청남도,2071
2026-03,형태,기간의 정함이 있는 근로계약,전라북도,2140
2026-03,형태,기간의 정함이 있는 근로계약,전라남도,1631
2026-03,형태,기간의 정함이 있는 근로계약,경상북도,2227
2026-03,형태,기간의 정함이 있는 근로계약,경상남도,2924
2026-03,형태,기간의 정함이 있는 근로계약,제주도,434
2026-03,형태,기간의 정함이 있는 근로계약(시간제),전 체,5392
2026-03,형태,기간의 정함이 있는 근로계약(시간제),서울,1562
2026-03,형태,기간의 정함이 있는 근로계약(시간제),부산,449
2026-03,형태,기간의 정함이 있는 근로계약(시간제),대구,292
2026-03,형태,기간의 정함이 있는 근로계약(시간제),인천,314
2026-03,형태,기간의 정함이 있는 근로계약(시간제),광주,62
2026-03,형태,기간의 정함이 있는 근로계약(시간제),대전,38
2026-03,형태,기간의 정함이 있는 근로계약(시간제),울산,77
2026-03,형태,기간의 정함이 있는 근로계약(시간제),세종시,14
2026-03,형태,기간의 정함이 있는 근로계약(시간제),경기도,1273
2026-03,형태,기간의 정함이 있는 근로계약(시간제),강원도,98
2026-03,형태,기간의 정함이 있는 근로계약(시간제),충청북도,163
2026-03,형태,기간의 정함이 있는 근로계약(시간제),충청남도,144
2026-03,형태,기간의 정함이 있는 근로계약(시간제),전라북도,165
2026-03,형태,기간의 정함이 있는 근로계약(시간제),전라남도,148
2026-03,형태,기간의 정함이 있는 근로계약(시간제),경상북도,168
2026-03,형태,기간의 정함이 있는 근로계약(시간제),경상남도,390
2026-03,형태,기간의 정함이 있는 근로계약(시간제),제주도,35
2026-03,형태,일용직,전 체,193
2026-03,형태,일용직,서울,76
2026-03,형태,일용직,부산,1
2026-03,형태,일용직,대구,0
2026-03,형태,일용직,인천,3
2026-03,형태,일용직,광주,0
2026-03,형태,일용직,대전,10
2026-03,형태,일용직,울산,0
2026-03,형태,일용직,세종시,18
2026-03,형태,일용직,경기도,28
2026-03,형태,일용직,강원도,0
2026-03,형태,일용직,충청북도,2
2026-03,형태,일용직,충청남도,1
2026-03,형태,일용직,전라북도,28
2026-03,형태,일용직,전라남도,23
2026-03,형태,일용직,경상북도,3
2026-03,형태,일용직,경상남도,0
2026-03,형태,일용직,제주도,0
2026-03,학력,초졸 이하,전 체,70
2026-03,학력,초졸 이하,서울,10
2026-03,학력,초졸 이하,부산,7
2026-03,학력,초졸 이하,대구,4
2026-03,학력,초졸 이하,인천,20
2026-03,학력,초졸 이하,광주,0
2026-03,학력,초졸 이하,대전,0
2026-03,학력,초졸 이하,울산,0
2026-03,학력,초졸 이하,세종시,1
2026-03,학력,초졸 이하,경기도,10
2026-03,학력,초졸 이하,강원도,0
2026-03,학력,초졸 이하,충청북도,4
2026-03,학력,초졸 이하,충청남도,6
2026-03,학력,초졸 이하,전라북도,3
2026-03,학력,초졸 이하,전라남도,2
2026-03,학력,초졸 이하,경상북도,0
2026-03,학력,초졸 이하,경상남도,1
2026-03,학력,초졸 이하,제주도,2
2026-03,학력,중졸,전 체,344
2026-03,학력,중졸,서울,62
2026-03,학력,중졸,부산,16
2026-03,학력,중졸,대구,13
2026-03,학력,중졸,인천,34
2026-03,학력,중졸,광주,2
2026-03,학력,중졸,대전,4
2026-03,학력,중졸,울산,1
2026-03,학력,중졸,세종시,0
2026-03,학력,중졸,경기도,86
2026-03,학력,중졸,강원도,3
2026-03,학력,중졸,충청북도,22
2026-03,학력,중졸,충청남도,34
2026-03,학력,중졸,전라북도,5
2026-03,학력,중졸,전라남도,18
2026-03,학력,중졸,경상북도,24
2026-03,학력,중졸,경상남도,19
2026-03,학력,중졸,제주도,1
2026-03,학력,고졸,전 체,7347
2026-03,학력,고졸,서울,1178
2026-03,학력,고졸,부산,270
2026-03,학력,고졸,대구,174
2026-03,학력,고졸,인천,367
2026-03,학력,고졸,광주,68
2026-03,학력,고졸,대전,98
2026-03,학력,고졸,울산,73
2026-03,학력,고졸,세종시,13
2026-03,학력,고졸,경기도,2351
2026-03,학력,고졸,강원도,151
2026-03,학력,고졸,충청북도,496
2026-03,학력,고졸,충청남도,632
2026-03,학력,고졸,전라북도,268
2026-03,학력,고졸,전라남도,278
2026-03,학력,고졸,경상북도,440
2026-03,학력,고졸,경상남도,453
2026-03,학력,고졸,제주도,37
2026-03,학력,전문대졸,전 체,4321
2026-03,학력,전문대졸,서울,535
2026-03,학력,전문대졸,부산,241
2026-03,학력,전문대졸,대구,234
2026-03,학력,전문대졸,인천,105
2026-03,학력,전문대졸,광주,139
2026-03,학력,전문대졸,대전,105
2026-03,학력,전문대졸,울산,60
2026-03,학력,전문대졸,세종시,16
2026-03,학력,전문대졸,경기도,972
2026-03,학력,전문대졸,강원도,173
2026-03,학력,전문대졸,충청북도,192
2026-03,학력,전문대졸,충청남도,199
2026-03,학력,전문대졸,전라북도,261
2026-03,학력,전문대졸,전라남도,313
2026-03,학력,전문대졸,경상북도,361
2026-03,학력,전문대졸,경상남도,374
2026-03,학력,전문대졸,제주도,41
2026-03,학력,대졸,전 체,1373
2026-03,학력,대졸,서울,186
2026-03,학력,대졸,부산,137
2026-03,학력,대졸,대구,83
2026-03,학력,대졸,인천,34
2026-03,학력,대졸,광주,42
2026-03,학력,대졸,대전,106
2026-03,학력,대졸,울산,15
2026-03,학력,대졸,세종시,5
2026-03,학력,대졸,경기도,212
2026-03,학력,대졸,강원도,83
2026-03,학력,대졸,충청북도,68
2026-03,학력,대졸,충청남도,46
2026-03,학력,대졸,전라북도,67
2026-03,학력,대졸,전라남도,90
2026-03,학력,대졸,경상북도,87
2026-03,학력,대졸,경상남도,91
2026-03,학력,대졸,제주도,21
2026-03,학력,대학원졸 이상,전 체,94
2026-03,학력,대학원졸 이상,서울,17
2026-03,학력,대학원졸 이상,부산,3
2026-03,학력,대학원졸 이상,대구,0
2026-03,학력,대학원졸 이상,인천,2
2026-03,학력,대학원졸 이상,광주,0
2026-03,학력,대학원졸 이상,대전,19
2026-03,학력,대학원졸 이상,울산,2
2026-03,학력,대학원졸 이상,세종시,4
2026-03,학력,대학원졸 이상,경기도,5
2026-03,학력,대학원졸 이상,강원도,3
2026-03,학력,대학원졸 이상,충청북도,4
2026-03,학력,대학원졸 이상,충청남도,4
2026-03,학력,대학원졸 이상,전라북도,9
2026-03,학력,대학원졸 이상,전라남도,6
2026-03,학력,대학원졸 이상,경상북도,2
2026-03,학력,대학원졸 이상,경상남도,14
2026-03,학력,대학원졸 이상,제주도,0
2026-03,학력,무관,전 체,157313
2026-03,학력,무관,서울,25467
2026-03,학력,무관,부산,11057
2026-03,학력,무관,대구,6320
2026-03,학력,무관,인천,8745
2026-03,학력,무관,광주,2624
2026-03,학력,무관,대전,2196
2026-03,학력,무관,울산,3924
2026-03,학력,무관,세종시,999
2026-03,학력,무관,경기도,42596
2026-03,학력,무관,강원도,3623
2026-03,학력,무관,충청북도,6089
2026-03,학력,무관,충청남도,7549
2026-03,학력,무관,전라북도,6843
2026-03,학력,무관,전라남도,5997
2026-03,학력,무관,경상북도,8423
2026-03,학력,무관,경상남도,13752
2026-03,학력,무관,제주도,1109
2026-03,임금대,50만원 미만,전 체,2696
2026-03,임금대,50만원 미만,서울,303
2026-03,임금대,50만원 미만,부산,432
2026-03,임금대,50만원 미만,대구,254
2026-03,임금대,50만원 미만,인천,317
2026-03,임금대,50만원 미만,광주,15
2026-03,임금대,50만원 미만,대전,3
2026-03,임금대,50만원 미만,울산,90
2026-03,임금대,50만원 미만,세종시,9
2026-03,임금대,50만원 미만,경기도,890
2026-03,임금대,50만원 미만,강원도,6
2026-03,임금대,50만원 미만,충청북도,16
2026-03,임금대,50만원 미만,충청남도,10
2026-03,임금대,50만원 미만,전라북도,73
2026-03,임금대,50만원 미만,전라남도,15
2026-03,임금대,50만원 미만,경상북도,87
2026-03,임금대,50만원 미만,경상남도,174
2026-03,임금대,50만원 미만,제주도,2
2026-03,임금대,50~100만원 미만,전 체,14356
2026-03,임금대,50~100만원 미만,서울,3009
2026-03,임금대,50~100만원 미만,부산,1920
2026-03,임금대,50~100만원 미만,대구,1238
2026-03,임금대,50~100만원 미만,인천,1421
2026-03,임금대,50~100만원 미만,광주,66
2026-03,임금대,50~100만원 미만,대전,64
2026-03,임금대,50~100만원 미만,울산,292
2026-03,임금대,50~100만원 미만,세종시,24
2026-03,임금대,50~100만원 미만,경기도,4182
2026-03,임금대,50~100만원 미만,강원도,148
2026-03,임금대,50~100만원 미만,충청북도,104
2026-03,임금대,50~100만원 미만,충청남도,102
2026-03,임금대,50~100만원 미만,전라북도,390
2026-03,임금대,50~100만원 미만,전라남도,140
2026-03,임금대,50~100만원 미만,경상북도,421
2026-03,임금대,50~100만원 미만,경상남도,829
2026-03,임금대,50~100만원 미만,제주도,6
2026-03,임금대,100~150만원 미만,전 체,6802
2026-03,임금대,100~150만원 미만,서울,1755
2026-03,임금대,100~150만원 미만,부산,687
2026-03,임금대,100~150만원 미만,대구,256
2026-03,임금대,100~150만원 미만,인천,383
2026-03,임금대,100~150만원 미만,광주,63
2026-03,임금대,100~150만원 미만,대전,53
2026-03,임금대,100~150만원 미만,울산,133
2026-03,임금대,100~150만원 미만,세종시,16
2026-03,임금대,100~150만원 미만,경기도,1593
2026-03,임금대,100~150만원 미만,강원도,163
2026-03,임금대,100~150만원 미만,충청북도,142
2026-03,임금대,100~150만원 미만,충청남도,164
2026-03,임금대,100~150만원 미만,전라북도,395
2026-03,임금대,100~150만원 미만,전라남도,218
2026-03,임금대,100~150만원 미만,경상북도,254
2026-03,임금대,100~150만원 미만,경상남도,486
2026-03,임금대,100~150만원 미만,제주도,41
2026-03,임금대,150~200만원 미만,전 체,5862
2026-03,임금대,150~200만원 미만,서울,1843
2026-03,임금대,150~200만원 미만,부산,448
2026-03,임금대,150~200만원 미만,대구,256
2026-03,임금대,150~200만원 미만,인천,401
2026-03,임금대,150~200만원 미만,광주,114
2026-03,임금대,150~200만원 미만,대전,90
2026-03,임금대,150~200만원 미만,울산,60
2026-03,임금대,150~200만원 미만,세종시,30
2026-03,임금대,150~200만원 미만,경기도,1617
2026-03,임금대,150~200만원 미만,강원도,54
2026-03,임금대,150~200만원 미만,충청북도,86
2026-03,임금대,150~200만원 미만,충청남도,148
2026-03,임금대,150~200만원 미만,전라북도,142
2026-03,임금대,150~200만원 미만,전라남도,94
2026-03,임금대,150~200만원 미만,경상북도,137
2026-03,임금대,150~200만원 미만,경상남도,307
2026-03,임금대,150~200만원 미만,제주도,35
2026-03,임금대,200~250만원 미만,전 체,80585
2026-03,임금대,200~250만원 미만,서울,10786
2026-03,임금대,200~250만원 미만,부산,4876
2026-03,임금대,200~250만원 미만,대구,2963
2026-03,임금대,200~250만원 미만,인천,4096
2026-03,임금대,200~250만원 미만,광주,1527
2026-03,임금대,200~250만원 미만,대전,1410
2026-03,임금대,200~250만원 미만,울산,2126
2026-03,임금대,200~250만원 미만,세종시,540
2026-03,임금대,200~250만원 미만,경기도,20675
2026-03,임금대,200~250만원 미만,강원도,2180
2026-03,임금대,200~250만원 미만,충청북도,3869
2026-03,임금대,200~250만원 미만,충청남도,4582
2026-03,임금대,200~250만원 미만,전라북도,4270
2026-03,임금대,200~250만원 미만,전라남도,3668
2026-03,임금대,200~250만원 미만,경상북도,4961
2026-03,임금대,200~250만원 미만,경상남도,7427
2026-03,임금대,200~250만원 미만,제주도,629
2026-03,임금대,250만원 이상,전 체,60561
2026-03,임금대,250만원 이상,서울,9759
2026-03,임금대,250만원 이상,부산,3368
2026-03,임금대,250만원 이상,대구,1861
2026-03,임금대,250만원 이상,인천,2689
2026-03,임금대,250만원 이상,광주,1090
2026-03,임금대,250만원 이상,대전,908
2026-03,임금대,250만원 이상,울산,1374
2026-03,임금대,250만원 이상,세종시,419
