연월,산업,시도,값
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",부산,250
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",대구,107
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",인천,227
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",광주,39
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",대전,25
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",울산,71
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",세종시,18
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,905
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",강원도,67
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",충청북도,99
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",충청남도,85
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",전라북도,119
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",전라남도,86
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",경상북도,160
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",경상남도,230
2026-01,"협회 및 단체, 수리 및 기타 개인 서비스업",제주도,84
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전 체,47
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,서울,8
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,부산,3
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대구,1
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,인천,10
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,광주,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대전,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,울산,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,세종시,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경기도,22
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,강원도,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청북도,1
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청남도,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라북도,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라남도,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상북도,0
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상남도,2
2026-01,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,제주도,0
2026-01,국제 및 외국기관,전 체,32
2026-01,국제 및 외국기관,서울,0
2026-01,국제 및 외국기관,부산,0
2026-01,국제 및 외국기관,대구,0
2026-01,국제 및 외국기관,인천,0
2026-01,국제 및 외국기관,광주,0
2026-01,국제 및 외국기관,대전,0
2026-01,국제 및 외국기관,울산,0
2026-01,국제 및 외국기관,세종시,0
2026-01,국제 및 외국기관,경기도,32
2026-01,국제 및 외국기관,강원도,0
2026-01,국제 및 외국기관,충청북도,0
2026-01,국제 및 외국기관,충청남도,0
2026-01,국제 및 외국기관,전라북도,0
2026-01,국제 및 외국기관,전라남도,0
2026-01,국제 및 외국기관,경상북도,0
2026-01,국제 및 외국기관,경상남도,0
2026-01,국제 및 외국기관,제주도,0
2026-02,"농업, 임업 및 어업",전 체,3202
2026-02,"농업, 임업 및 어업",서울,11
2026-02,"농업, 임업 및 어업",부산,46
2026-02,"농업, 임업 및 어업",대구,17
2026-02,"농업, 임업 및 어업",인천,119
2026-02,"농업, 임업 및 어업",광주,11
2026-02,"농업, 임업 및 어업",대전,16
2026-02,"농업, 임업 및 어업",울산,18
2026-02,"농업, 임업 및 어업",세종시,23
2026-02,"농업, 임업 및 어업",경기도,537
2026-02,"농업, 임업 및 어업",강원도,210
2026-02,"농업, 임업 및 어업",충청북도,235
2026-02,"농업, 임업 및 어업",충청남도,485
2026-02,"농업, 임업 및 어업",전라북도,272
2026-02,"농업, 임업 및 어업",전라남도,521
2026-02,"농업, 임업 및 어업",경상북도,247
2026-02,"농업, 임업 및 어업",경상남도,243
2026-02,"농업, 임업 및 어업",제주도,191
2026-02,광업,전 체,106
2026-02,광업,서울,6
2026-02,광업,부산,3
2026-02,광업,대구,0
2026-02,광업,인천,1
2026-02,광업,광주,0
2026-02,광업,대전,0
2026-02,광업,울산,0
2026-02,광업,세종시,0
2026-02,광업,경기도,12
2026-02,광업,강원도,49
2026-02,광업,충청북도,8
2026-02,광업,충청남도,6
2026-02,광업,전라북도,4
2026-02,광업,전라남도,2
2026-02,광업,경상북도,14
2026-02,광업,경상남도,1
2026-02,광업,제주도,0
2026-02,제조업,전 체,38895
2026-02,제조업,서울,976
2026-02,제조업,부산,1788
2026-02,제조업,대구,1198
2026-02,제조업,인천,1986
2026-02,제조업,광주,631
2026-02,제조업,대전,236
2026-02,제조업,울산,1201
2026-02,제조업,세종시,299
2026-02,제조업,경기도,12768
2026-02,제조업,강원도,661
2026-02,제조업,충청북도,2517
2026-02,제조업,충청남도,3458
2026-02,제조업,전라북도,1551
2026-02,제조업,전라남도,1500
2026-02,제조업,경상북도,3071
2026-02,제조업,경상남도,4937
2026-02,제조업,제주도,117
2026-02,"전기, 가스, 증기 및 공기조절 공급업",전 체,148
2026-02,"전기, 가스, 증기 및 공기조절 공급업",서울,3
2026-02,"전기, 가스, 증기 및 공기조절 공급업",부산,5
2026-02,"전기, 가스, 증기 및 공기조절 공급업",대구,4
2026-02,"전기, 가스, 증기 및 공기조절 공급업",인천,3
2026-02,"전기, 가스, 증기 및 공기조절 공급업",광주,0
2026-02,"전기, 가스, 증기 및 공기조절 공급업",대전,0
2026-02,"전기, 가스, 증기 및 공기조절 공급업",울산,22
2026-02,"전기, 가스, 증기 및 공기조절 공급업",세종시,0
2026-02,"전기, 가스, 증기 및 공기조절 공급업",경기도,12
2026-02,"전기, 가스, 증기 및 공기조절 공급업",강원도,1
2026-02,"전기, 가스, 증기 및 공기조절 공급업",충청북도,0
2026-02,"전기, 가스, 증기 및 공기조절 공급업",충청남도,67
2026-02,"전기, 가스, 증기 및 공기조절 공급업",전라북도,7
2026-02,"전기, 가스, 증기 및 공기조절 공급업",전라남도,3
2026-02,"전기, 가스, 증기 및 공기조절 공급업",경상북도,3
2026-02,"전기, 가스, 증기 및 공기조절 공급업",경상남도,17
2026-02,"전기, 가스, 증기 및 공기조절 공급업",제주도,1
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",전 체,846
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",서울,39
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",부산,41
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",대구,26
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",인천,64
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",광주,17
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",대전,3
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",울산,13
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",세종시,2
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,276
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,17
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",충청북도,41
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",충청남도,56
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",전라북도,41
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",전라남도,79
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,54
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,64
2026-02,"수도, 하수 및 폐기물 처리, 원료 재생업",제주도,13
2026-02,건설업,전 체,5611
2026-02,건설업,서울,1038
2026-02,건설업,부산,353
2026-02,건설업,대구,246
2026-02,건설업,인천,260
2026-02,건설업,광주,208
2026-02,건설업,대전,111
2026-02,건설업,울산,136
2026-02,건설업,세종시,18
2026-02,건설업,경기도,1105
2026-02,건설업,강원도,218
2026-02,건설업,충청북도,216
2026-02,건설업,충청남도,300
2026-02,건설업,전라북도,241
2026-02,건설업,전라남도,410
2026-02,건설업,경상북도,324
2026-02,건설업,경상남도,351
2026-02,건설업,제주도,76
2026-02,도매 및 소매업,전 체,5869
2026-02,도매 및 소매업,서울,637
2026-02,도매 및 소매업,부산,423
2026-02,도매 및 소매업,대구,222
2026-02,도매 및 소매업,인천,280
2026-02,도매 및 소매업,광주,119
2026-02,도매 및 소매업,대전,68
2026-02,도매 및 소매업,울산,87
2026-02,도매 및 소매업,세종시,3
2026-02,도매 및 소매업,경기도,1953
2026-02,도매 및 소매업,강원도,198
2026-02,도매 및 소매업,충청북도,264
2026-02,도매 및 소매업,충청남도,233
2026-02,도매 및 소매업,전라북도,249
2026-02,도매 및 소매업,전라남도,237
2026-02,도매 및 소매업,경상북도,294
2026-02,도매 및 소매업,경상남도,555
2026-02,도매 및 소매업,제주도,47
2026-02,운수 및 창고업,전 체,3516
2026-02,운수 및 창고업,서울,1135
2026-02,운수 및 창고업,부산,226
2026-02,운수 및 창고업,대구,65
2026-02,운수 및 창고업,인천,395
2026-02,운수 및 창고업,광주,29
2026-02,운수 및 창고업,대전,46
2026-02,운수 및 창고업,울산,55
2026-02,운수 및 창고업,세종시,4
2026-02,운수 및 창고업,경기도,901
2026-02,운수 및 창고업,강원도,21
2026-02,운수 및 창고업,충청북도,103
2026-02,운수 및 창고업,충청남도,62
2026-02,운수 및 창고업,전라북도,100
2026-02,운수 및 창고업,전라남도,86
2026-02,운수 및 창고업,경상북도,104
2026-02,운수 및 창고업,경상남도,165
2026-02,운수 및 창고업,제주도,19
2026-02,숙박 및 음식점업,전 체,2619
2026-02,숙박 및 음식점업,서울,665
2026-02,숙박 및 음식점업,부산,156
2026-02,숙박 및 음식점업,대구,43
2026-02,숙박 및 음식점업,인천,179
2026-02,숙박 및 음식점업,광주,21
2026-02,숙박 및 음식점업,대전,14
2026-02,숙박 및 음식점업,울산,53
2026-02,숙박 및 음식점업,세종시,12
2026-02,숙박 및 음식점업,경기도,574
2026-02,숙박 및 음식점업,강원도,173
2026-02,숙박 및 음식점업,충청북도,125
2026-02,숙박 및 음식점업,충청남도,109
2026-02,숙박 및 음식점업,전라북도,138
2026-02,숙박 및 음식점업,전라남도,82
2026-02,숙박 및 음식점업,경상북도,101
2026-02,숙박 및 음식점업,경상남도,107
2026-02,숙박 및 음식점업,제주도,67
2026-02,정보통신업,전 체,879
2026-02,정보통신업,서울,327
2026-02,정보통신업,부산,35
2026-02,정보통신업,대구,24
2026-02,정보통신업,인천,14
2026-02,정보통신업,광주,33
2026-02,정보통신업,대전,52
2026-02,정보통신업,울산,13
2026-02,정보통신업,세종시,8
2026-02,정보통신업,경기도,184
2026-02,정보통신업,강원도,11
2026-02,정보통신업,충청북도,9
2026-02,정보통신업,충청남도,33
2026-02,정보통신업,전라북도,24
2026-02,정보통신업,전라남도,47
2026-02,정보통신업,경상북도,19
2026-02,정보통신업,경상남도,32
2026-02,정보통신업,제주도,14
2026-02,금융 및 보험업,전 체,897
2026-02,금융 및 보험업,서울,276
2026-02,금융 및 보험업,부산,125
2026-02,금융 및 보험업,대구,35
2026-02,금융 및 보험업,인천,18
2026-02,금융 및 보험업,광주,4
2026-02,금융 및 보험업,대전,27
2026-02,금융 및 보험업,울산,6
2026-02,금융 및 보험업,세종시,0
2026-02,금융 및 보험업,경기도,81
2026-02,금융 및 보험업,강원도,20
2026-02,금융 및 보험업,충청북도,19
2026-02,금융 및 보험업,충청남도,40
2026-02,금융 및 보험업,전라북도,26
2026-02,금융 및 보험업,전라남도,38
2026-02,금융 및 보험업,경상북도,68
2026-02,금융 및 보험업,경상남도,89
2026-02,금융 및 보험업,제주도,25
2026-02,부동산업,전 체,1766
2026-02,부동산업,서울,392
2026-02,부동산업,부산,164
2026-02,부동산업,대구,18
2026-02,부동산업,인천,99
2026-02,부동산업,광주,46
2026-02,부동산업,대전,8
2026-02,부동산업,울산,32
2026-02,부동산업,세종시,4
2026-02,부동산업,경기도,396
2026-02,부동산업,강원도,64
2026-02,부동산업,충청북도,35
2026-02,부동산업,충청남도,45
2026-02,부동산업,전라북도,195
2026-02,부동산업,전라남도,61
2026-02,부동산업,경상북도,66
2026-02,부동산업,경상남도,130
2026-02,부동산업,제주도,11
2026-02,"전문, 과학 및 기술 서비스업",전 체,4117
2026-02,"전문, 과학 및 기술 서비스업",서울,661
2026-02,"전문, 과학 및 기술 서비스업",부산,409
2026-02,"전문, 과학 및 기술 서비스업",대구,146
2026-02,"전문, 과학 및 기술 서비스업",인천,191
2026-02,"전문, 과학 및 기술 서비스업",광주,134
2026-02,"전문, 과학 및 기술 서비스업",대전,174
2026-02,"전문, 과학 및 기술 서비스업",울산,133
2026-02,"전문, 과학 및 기술 서비스업",세종시,89
2026-02,"전문, 과학 및 기술 서비스업",경기도,870
2026-02,"전문, 과학 및 기술 서비스업",강원도,99
2026-02,"전문, 과학 및 기술 서비스업",충청북도,81
2026-02,"전문, 과학 및 기술 서비스업",충청남도,199
2026-02,"전문, 과학 및 기술 서비스업",전라북도,110
2026-02,"전문, 과학 및 기술 서비스업",전라남도,148
2026-02,"전문, 과학 및 기술 서비스업",경상북도,259
2026-02,"전문, 과학 및 기술 서비스업",경상남도,364
2026-02,"전문, 과학 및 기술 서비스업",제주도,50
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",전 체,14030
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",서울,6009
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",부산,670
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",대구,553
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",인천,702
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",광주,156
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",대전,310
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",울산,160
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",세종시,24
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도,3400
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",강원도,146
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",충청북도,360
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",충청남도,218
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",전라북도,273
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",전라남도,180
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",경상북도,310
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",경상남도,501
2026-02,"사업시설 관리, 사업 지원 및 임대 서비스업",제주도,58
2026-02,"공공행정, 국방 및 사회보장 행정",전 체,3442
2026-02,"공공행정, 국방 및 사회보장 행정",서울,825
2026-02,"공공행정, 국방 및 사회보장 행정",부산,246
2026-02,"공공행정, 국방 및 사회보장 행정",대구,135
2026-02,"공공행정, 국방 및 사회보장 행정",인천,114
2026-02,"공공행정, 국방 및 사회보장 행정",광주,28
2026-02,"공공행정, 국방 및 사회보장 행정",대전,21
2026-02,"공공행정, 국방 및 사회보장 행정",울산,20
2026-02,"공공행정, 국방 및 사회보장 행정",세종시,18
2026-02,"공공행정, 국방 및 사회보장 행정",경기도,919
2026-02,"공공행정, 국방 및 사회보장 행정",강원도,171
2026-02,"공공행정, 국방 및 사회보장 행정",충청북도,87
2026-02,"공공행정, 국방 및 사회보장 행정",충청남도,71
2026-02,"공공행정, 국방 및 사회보장 행정",전라북도,224
2026-02,"공공행정, 국방 및 사회보장 행정",전라남도,200
2026-02,"공공행정, 국방 및 사회보장 행정",경상북도,203
2026-02,"공공행정, 국방 및 사회보장 행정",경상남도,142
2026-02,"공공행정, 국방 및 사회보장 행정",제주도,18
2026-02,교육 서비스업,전 체,3988
2026-02,교육 서비스업,서울,937
2026-02,교육 서비스업,부산,256
2026-02,교육 서비스업,대구,158
2026-02,교육 서비스업,인천,119
2026-02,교육 서비스업,광주,162
2026-02,교육 서비스업,대전,219
2026-02,교육 서비스업,울산,60
2026-02,교육 서비스업,세종시,12
2026-02,교육 서비스업,경기도,604
2026-02,교육 서비스업,강원도,137
2026-02,교육 서비스업,충청북도,97
2026-02,교육 서비스업,충청남도,85
2026-02,교육 서비스업,전라북도,322
2026-02,교육 서비스업,전라남도,268
2026-02,교육 서비스업,경상북도,303
2026-02,교육 서비스업,경상남도,206
2026-02,교육 서비스업,제주도,43
2026-02,보건업 및 사회복지 서비스업,전 체,34499
2026-02,보건업 및 사회복지 서비스업,서울,4693
2026-02,보건업 및 사회복지 서비스업,부산,3549
2026-02,보건업 및 사회복지 서비스업,대구,2054
2026-02,보건업 및 사회복지 서비스업,인천,2742
2026-02,보건업 및 사회복지 서비스업,광주,541
2026-02,보건업 및 사회복지 서비스업,대전,475
2026-02,보건업 및 사회복지 서비스업,울산,697
2026-02,보건업 및 사회복지 서비스업,세종시,125
2026-02,보건업 및 사회복지 서비스업,경기도,9239
2026-02,보건업 및 사회복지 서비스업,강원도,943
2026-02,보건업 및 사회복지 서비스업,충청북도,684
2026-02,보건업 및 사회복지 서비스업,충청남도,931
2026-02,보건업 및 사회복지 서비스업,전라북도,1915
2026-02,보건업 및 사회복지 서비스업,전라남도,1146
2026-02,보건업 및 사회복지 서비스업,경상북도,1897
2026-02,보건업 및 사회복지 서비스업,경상남도,2620
2026-02,보건업 및 사회복지 서비스업,제주도,248
2026-02,"예술, 스포츠 및 여가관련 서비스업",전 체,1078
2026-02,"예술, 스포츠 및 여가관련 서비스업",서울,278
2026-02,"예술, 스포츠 및 여가관련 서비스업",부산,55
2026-02,"예술, 스포츠 및 여가관련 서비스업",대구,23
2026-02,"예술, 스포츠 및 여가관련 서비스업",인천,37
2026-02,"예술, 스포츠 및 여가관련 서비스업",광주,24
2026-02,"예술, 스포츠 및 여가관련 서비스업",대전,31
2026-02,"예술, 스포츠 및 여가관련 서비스업",울산,4
2026-02,"예술, 스포츠 및 여가관련 서비스업",세종시,5
2026-02,"예술, 스포츠 및 여가관련 서비스업",경기도,189
2026-02,"예술, 스포츠 및 여가관련 서비스업",강원도,47
2026-02,"예술, 스포츠 및 여가관련 서비스업",충청북도,14
2026-02,"예술, 스포츠 및 여가관련 서비스업",충청남도,39
2026-02,"예술, 스포츠 및 여가관련 서비스업",전라북도,65
2026-02,"예술, 스포츠 및 여가관련 서비스업",전라남도,61
2026-02,"예술, 스포츠 및 여가관련 서비스업",경상북도,63
2026-02,"예술, 스포츠 및 여가관련 서비스업",경상남도,80
2026-02,"예술, 스포츠 및 여가관련 서비스업",제주도,63
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",전 체,2671
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",서울,506
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",부산,208
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",대구,106
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",인천,206
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",광주,48
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",대전,31
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",울산,65
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",세종시,9
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,762
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",강원도,47
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",충청북도,107
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",충청남도,60
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",전라북도,119
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",전라남도,58
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",경상북도,80
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",경상남도,236
2026-02,"협회 및 단체, 수리 및 기타 개인 서비스업",제주도,23
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전 체,73
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,서울,55
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,부산,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대구,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,인천,4
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,광주,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대전,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,울산,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,세종시,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경기도,7
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,강원도,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청북도,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청남도,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라북도,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라남도,2
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상북도,5
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상남도,0
2026-02,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,제주도,0
2026-02,국제 및 외국기관,전 체,13
2026-02,국제 및 외국기관,서울,0
2026-02,국제 및 외국기관,부산,0
2026-02,국제 및 외국기관,대구,0
2026-02,국제 및 외국기관,인천,0
2026-02,국제 및 외국기관,광주,0
2026-02,국제 및 외국기관,대전,0
2026-02,국제 및 외국기관,울산,0
2026-02,국제 및 외국기관,세종시,0
2026-02,국제 및 외국기관,경기도,13
2026-02,국제 및 외국기관,강원도,0
2026-02,국제 및 외국기관,충청북도,0
2026-02,국제 및 외국기관,충청남도,0
2026-02,국제 및 외국기관,전라북도,0
2026-02,국제 및 외국기관,전라남도,0
2026-02,국제 및 외국기관,경상북도,0
2026-02,국제 및 외국기관,경상남도,0
2026-02,국제 및 외국기관,제주도,0
2026-03,"농업, 임업 및 어업",전 체,4498
2026-03,"농업, 임업 및 어업",서울,30
2026-03,"농업, 임업 및 어업",부산,45
2026-03,"농업, 임업 및 어업",대구,27
2026-03,"농업, 임업 및 어업",인천,233
2026-03,"농업, 임업 및 어업",광주,29
2026-03,"농업, 임업 및 어업",대전,21
2026-03,"농업, 임업 및 어업",울산,38
2026-03,"농업, 임업 및 어업",세종시,4
2026-03,"농업, 임업 및 어업",경기도,743
2026-03,"농업, 임업 및 어업",강원도,198
2026-03,"농업, 임업 및 어업",충청북도,251
2026-03,"농업, 임업 및 어업",충청남도,726
2026-03,"농업, 임업 및 어업",전라북도,466
2026-03,"농업, 임업 및 어업",전라남도,864
2026-03,"농업, 임업 및 어업",경상북도,302
2026-03,"농업, 임업 및 어업",경상남도,429
2026-03,"농업, 임업 및 어업",제주도,92
2026-03,광업,전 체,103
2026-03,광업,서울,9
2026-03,광업,부산,8
2026-03,광업,대구,0
2026-03,광업,인천,2
2026-03,광업,광주,0
2026-03,광업,대전,0
2026-03,광업,울산,3
2026-03,광업,세종시,0
2026-03,광업,경기도,8
2026-03,광업,강원도,34
2026-03,광업,충청북도,4
2026-03,광업,충청남도,3
2026-03,광업,전라북도,8
2026-03,광업,전라남도,3
2026-03,광업,경상북도,14
2026-03,광업,경상남도,7
2026-03,광업,제주도,0
2026-03,제조업,전 체,53710
2026-03,제조업,서울,1521
2026-03,제조업,부산,2414
2026-03,제조업,대구,1662
2026-03,제조업,인천,2712
2026-03,제조업,광주,927
2026-03,제조업,대전,429
2026-03,제조업,울산,1979
2026-03,제조업,세종시,414
2026-03,제조업,경기도,17466
2026-03,제조업,강원도,833
2026-03,제조업,충청북도,3452
2026-03,제조업,충청남도,4403
2026-03,제조업,전라북도,2174
2026-03,제조업,전라남도,1857
2026-03,제조업,경상북도,4159
2026-03,제조업,경상남도,7173
2026-03,제조업,제주도,135
2026-03,"전기, 가스, 증기 및 공기조절 공급업",전 체,202
2026-03,"전기, 가스, 증기 및 공기조절 공급업",서울,4
2026-03,"전기, 가스, 증기 및 공기조절 공급업",부산,1
2026-03,"전기, 가스, 증기 및 공기조절 공급업",대구,28
2026-03,"전기, 가스, 증기 및 공기조절 공급업",인천,2
2026-03,"전기, 가스, 증기 및 공기조절 공급업",광주,1
2026-03,"전기, 가스, 증기 및 공기조절 공급업",대전,0
2026-03,"전기, 가스, 증기 및 공기조절 공급업",울산,1
2026-03,"전기, 가스, 증기 및 공기조절 공급업",세종시,1
2026-03,"전기, 가스, 증기 및 공기조절 공급업",경기도,16
2026-03,"전기, 가스, 증기 및 공기조절 공급업",강원도,68
2026-03,"전기, 가스, 증기 및 공기조절 공급업",충청북도,5
2026-03,"전기, 가스, 증기 및 공기조절 공급업",충청남도,11
2026-03,"전기, 가스, 증기 및 공기조절 공급업",전라북도,9
2026-03,"전기, 가스, 증기 및 공기조절 공급업",전라남도,36
2026-03,"전기, 가스, 증기 및 공기조절 공급업",경상북도,5
2026-03,"전기, 가스, 증기 및 공기조절 공급업",경상남도,13
2026-03,"전기, 가스, 증기 및 공기조절 공급업",제주도,1
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",전 체,1070
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",서울,75
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",부산,59
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",대구,24
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",인천,42
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",광주,7
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",대전,3
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",울산,14
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",세종시,3
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,366
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,34
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",충청북도,68
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",충청남도,62
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",전라북도,54
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",전라남도,71
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,77
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,101
2026-03,"수도, 하수 및 폐기물 처리, 원료 재생업",제주도,10
2026-03,건설업,전 체,7629
2026-03,건설업,서울,1453
2026-03,건설업,부산,294
2026-03,건설업,대구,362
2026-03,건설업,인천,369
2026-03,건설업,광주,203
2026-03,건설업,대전,172
2026-03,건설업,울산,191
2026-03,건설업,세종시,26
2026-03,건설업,경기도,1502
2026-03,건설업,강원도,289
2026-03,건설업,충청북도,353
2026-03,건설업,충청남도,414
2026-03,건설업,전라북도,312
2026-03,건설업,전라남도,621
2026-03,건설업,경상북도,470
2026-03,건설업,경상남도,480
2026-03,건설업,제주도,118
2026-03,도매 및 소매업,전 체,8070
2026-03,도매 및 소매업,서울,1049
2026-03,도매 및 소매업,부산,711
2026-03,도매 및 소매업,대구,272
2026-03,도매 및 소매업,인천,393
2026-03,도매 및 소매업,광주,213
