연월,산업,시도,값
2025-10,숙박 및 음식점업,충청북도,141
2025-10,숙박 및 음식점업,충청남도,90
2025-10,숙박 및 음식점업,전라북도,132
2025-10,숙박 및 음식점업,전라남도,106
2025-10,숙박 및 음식점업,경상북도,140
2025-10,숙박 및 음식점업,경상남도,135
2025-10,숙박 및 음식점업,제주도,36
2025-10,정보통신업,전 체,1140
2025-10,정보통신업,서울,577
2025-10,정보통신업,부산,72
2025-10,정보통신업,대구,39
2025-10,정보통신업,인천,26
2025-10,정보통신업,광주,21
2025-10,정보통신업,대전,33
2025-10,정보통신업,울산,10
2025-10,정보통신업,세종시,2
2025-10,정보통신업,경기도,162
2025-10,정보통신업,강원도,22
2025-10,정보통신업,충청북도,9
2025-10,정보통신업,충청남도,31
2025-10,정보통신업,전라북도,19
2025-10,정보통신업,전라남도,25
2025-10,정보통신업,경상북도,38
2025-10,정보통신업,경상남도,48
2025-10,정보통신업,제주도,6
2025-10,금융 및 보험업,전 체,638
2025-10,금융 및 보험업,서울,287
2025-10,금융 및 보험업,부산,87
2025-10,금융 및 보험업,대구,27
2025-10,금융 및 보험업,인천,2
2025-10,금융 및 보험업,광주,5
2025-10,금융 및 보험업,대전,2
2025-10,금융 및 보험업,울산,2
2025-10,금융 및 보험업,세종시,0
2025-10,금융 및 보험업,경기도,37
2025-10,금융 및 보험업,강원도,16
2025-10,금융 및 보험업,충청북도,11
2025-10,금융 및 보험업,충청남도,32
2025-10,금융 및 보험업,전라북도,20
2025-10,금융 및 보험업,전라남도,28
2025-10,금융 및 보험업,경상북도,32
2025-10,금융 및 보험업,경상남도,34
2025-10,금융 및 보험업,제주도,16
2025-10,부동산업,전 체,2472
2025-10,부동산업,서울,451
2025-10,부동산업,부산,163
2025-10,부동산업,대구,23
2025-10,부동산업,인천,91
2025-10,부동산업,광주,29
2025-10,부동산업,대전,18
2025-10,부동산업,울산,31
2025-10,부동산업,세종시,150
2025-10,부동산업,경기도,489
2025-10,부동산업,강원도,75
2025-10,부동산업,충청북도,35
2025-10,부동산업,충청남도,238
2025-10,부동산업,전라북도,183
2025-10,부동산업,전라남도,268
2025-10,부동산업,경상북도,142
2025-10,부동산업,경상남도,73
2025-10,부동산업,제주도,13
2025-10,"전문, 과학 및 기술 서비스업",전 체,4342
2025-10,"전문, 과학 및 기술 서비스업",서울,640
2025-10,"전문, 과학 및 기술 서비스업",부산,458
2025-10,"전문, 과학 및 기술 서비스업",대구,137
2025-10,"전문, 과학 및 기술 서비스업",인천,239
2025-10,"전문, 과학 및 기술 서비스업",광주,103
2025-10,"전문, 과학 및 기술 서비스업",대전,325
2025-10,"전문, 과학 및 기술 서비스업",울산,170
2025-10,"전문, 과학 및 기술 서비스업",세종시,59
2025-10,"전문, 과학 및 기술 서비스업",경기도,1021
2025-10,"전문, 과학 및 기술 서비스업",강원도,91
2025-10,"전문, 과학 및 기술 서비스업",충청북도,55
2025-10,"전문, 과학 및 기술 서비스업",충청남도,217
2025-10,"전문, 과학 및 기술 서비스업",전라북도,104
2025-10,"전문, 과학 및 기술 서비스업",전라남도,128
2025-10,"전문, 과학 및 기술 서비스업",경상북도,235
2025-10,"전문, 과학 및 기술 서비스업",경상남도,318
2025-10,"전문, 과학 및 기술 서비스업",제주도,42
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",전 체,15432
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",서울,7260
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",부산,819
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",대구,493
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",인천,616
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",광주,149
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",대전,473
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",울산,133
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",세종시,9
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도,3335
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",강원도,189
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",충청북도,319
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",충청남도,173
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",전라북도,330
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",전라남도,156
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",경상북도,269
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",경상남도,635
2025-10,"사업시설 관리, 사업 지원 및 임대 서비스업",제주도,74
2025-10,"공공행정, 국방 및 사회보장 행정",전 체,2630
2025-10,"공공행정, 국방 및 사회보장 행정",서울,347
2025-10,"공공행정, 국방 및 사회보장 행정",부산,231
2025-10,"공공행정, 국방 및 사회보장 행정",대구,129
2025-10,"공공행정, 국방 및 사회보장 행정",인천,126
2025-10,"공공행정, 국방 및 사회보장 행정",광주,47
2025-10,"공공행정, 국방 및 사회보장 행정",대전,9
2025-10,"공공행정, 국방 및 사회보장 행정",울산,163
2025-10,"공공행정, 국방 및 사회보장 행정",세종시,3
2025-10,"공공행정, 국방 및 사회보장 행정",경기도,764
2025-10,"공공행정, 국방 및 사회보장 행정",강원도,98
2025-10,"공공행정, 국방 및 사회보장 행정",충청북도,54
2025-10,"공공행정, 국방 및 사회보장 행정",충청남도,41
2025-10,"공공행정, 국방 및 사회보장 행정",전라북도,256
2025-10,"공공행정, 국방 및 사회보장 행정",전라남도,141
2025-10,"공공행정, 국방 및 사회보장 행정",경상북도,112
2025-10,"공공행정, 국방 및 사회보장 행정",경상남도,79
2025-10,"공공행정, 국방 및 사회보장 행정",제주도,30
2025-10,교육 서비스업,전 체,3027
2025-10,교육 서비스업,서울,678
2025-10,교육 서비스업,부산,163
2025-10,교육 서비스업,대구,89
2025-10,교육 서비스업,인천,510
2025-10,교육 서비스업,광주,127
2025-10,교육 서비스업,대전,95
2025-10,교육 서비스업,울산,32
2025-10,교육 서비스업,세종시,10
2025-10,교육 서비스업,경기도,442
2025-10,교육 서비스업,강원도,99
2025-10,교육 서비스업,충청북도,59
2025-10,교육 서비스업,충청남도,83
2025-10,교육 서비스업,전라북도,205
2025-10,교육 서비스업,전라남도,121
2025-10,교육 서비스업,경상북도,147
2025-10,교육 서비스업,경상남도,143
2025-10,교육 서비스업,제주도,24
2025-10,보건업 및 사회복지 서비스업,전 체,38043
2025-10,보건업 및 사회복지 서비스업,서울,5358
2025-10,보건업 및 사회복지 서비스업,부산,4119
2025-10,보건업 및 사회복지 서비스업,대구,2482
2025-10,보건업 및 사회복지 서비스업,인천,3300
2025-10,보건업 및 사회복지 서비스업,광주,537
2025-10,보건업 및 사회복지 서비스업,대전,450
2025-10,보건업 및 사회복지 서비스업,울산,665
2025-10,보건업 및 사회복지 서비스업,세종시,146
2025-10,보건업 및 사회복지 서비스업,경기도,11033
2025-10,보건업 및 사회복지 서비스업,강원도,887
2025-10,보건업 및 사회복지 서비스업,충청북도,725
2025-10,보건업 및 사회복지 서비스업,충청남도,871
2025-10,보건업 및 사회복지 서비스업,전라북도,1803
2025-10,보건업 및 사회복지 서비스업,전라남도,1052
2025-10,보건업 및 사회복지 서비스업,경상북도,1995
2025-10,보건업 및 사회복지 서비스업,경상남도,2401
2025-10,보건업 및 사회복지 서비스업,제주도,219
2025-10,"예술, 스포츠 및 여가관련 서비스업",전 체,711
2025-10,"예술, 스포츠 및 여가관련 서비스업",서울,86
2025-10,"예술, 스포츠 및 여가관련 서비스업",부산,76
2025-10,"예술, 스포츠 및 여가관련 서비스업",대구,17
2025-10,"예술, 스포츠 및 여가관련 서비스업",인천,35
2025-10,"예술, 스포츠 및 여가관련 서비스업",광주,38
2025-10,"예술, 스포츠 및 여가관련 서비스업",대전,9
2025-10,"예술, 스포츠 및 여가관련 서비스업",울산,9
2025-10,"예술, 스포츠 및 여가관련 서비스업",세종시,3
2025-10,"예술, 스포츠 및 여가관련 서비스업",경기도,84
2025-10,"예술, 스포츠 및 여가관련 서비스업",강원도,151
2025-10,"예술, 스포츠 및 여가관련 서비스업",충청북도,18
2025-10,"예술, 스포츠 및 여가관련 서비스업",충청남도,12
2025-10,"예술, 스포츠 및 여가관련 서비스업",전라북도,49
2025-10,"예술, 스포츠 및 여가관련 서비스업",전라남도,47
2025-10,"예술, 스포츠 및 여가관련 서비스업",경상북도,33
2025-10,"예술, 스포츠 및 여가관련 서비스업",경상남도,29
2025-10,"예술, 스포츠 및 여가관련 서비스업",제주도,15
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",전 체,2574
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",서울,398
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",부산,236
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",대구,104
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",인천,261
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",광주,57
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",대전,19
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",울산,68
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",세종시,6
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,667
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",강원도,42
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",충청북도,88
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",충청남도,70
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",전라북도,111
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",전라남도,98
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",경상북도,120
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",경상남도,197
2025-10,"협회 및 단체, 수리 및 기타 개인 서비스업",제주도,32
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전 체,24
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,서울,3
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,부산,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대구,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,인천,4
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,광주,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대전,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,울산,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,세종시,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경기도,13
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,강원도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청북도,4
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청남도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라북도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라남도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상북도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상남도,0
2025-10,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,제주도,0
2025-10,국제 및 외국기관,전 체,9
2025-10,국제 및 외국기관,서울,1
2025-10,국제 및 외국기관,부산,0
2025-10,국제 및 외국기관,대구,0
2025-10,국제 및 외국기관,인천,0
2025-10,국제 및 외국기관,광주,0
2025-10,국제 및 외국기관,대전,0
2025-10,국제 및 외국기관,울산,0
2025-10,국제 및 외국기관,세종시,0
2025-10,국제 및 외국기관,경기도,8
2025-10,국제 및 외국기관,강원도,0
2025-10,국제 및 외국기관,충청북도,0
2025-10,국제 및 외국기관,충청남도,0
2025-10,국제 및 외국기관,전라북도,0
2025-10,국제 및 외국기관,전라남도,0
2025-10,국제 및 외국기관,경상북도,0
2025-10,국제 및 외국기관,경상남도,0
2025-10,국제 및 외국기관,제주도,0
2025-11,"농업, 임업 및 어업",전 체,6510
2025-11,"농업, 임업 및 어업",서울,32
2025-11,"농업, 임업 및 어업",부산,54
2025-11,"농업, 임업 및 어업",대구,21
2025-11,"농업, 임업 및 어업",인천,500
2025-11,"농업, 임업 및 어업",광주,19
2025-11,"농업, 임업 및 어업",대전,10
2025-11,"농업, 임업 및 어업",울산,39
2025-11,"농업, 임업 및 어업",세종시,9
2025-11,"농업, 임업 및 어업",경기도,1056
2025-11,"농업, 임업 및 어업",강원도,548
2025-11,"농업, 임업 및 어업",충청북도,278
2025-11,"농업, 임업 및 어업",충청남도,833
2025-11,"농업, 임업 및 어업",전라북도,622
2025-11,"농업, 임업 및 어업",전라남도,1229
2025-11,"농업, 임업 및 어업",경상북도,396
2025-11,"농업, 임업 및 어업",경상남도,619
2025-11,"농업, 임업 및 어업",제주도,245
2025-11,광업,전 체,102
2025-11,광업,서울,10
2025-11,광업,부산,2
2025-11,광업,대구,0
2025-11,광업,인천,4
2025-11,광업,광주,0
2025-11,광업,대전,0
2025-11,광업,울산,0
2025-11,광업,세종시,0
2025-11,광업,경기도,20
2025-11,광업,강원도,30
2025-11,광업,충청북도,3
2025-11,광업,충청남도,3
2025-11,광업,전라북도,6
2025-11,광업,전라남도,2
2025-11,광업,경상북도,20
2025-11,광업,경상남도,2
2025-11,광업,제주도,0
2025-11,제조업,전 체,45046
2025-11,제조업,서울,1161
2025-11,제조업,부산,2115
2025-11,제조업,대구,1733
2025-11,제조업,인천,2124
2025-11,제조업,광주,695
2025-11,제조업,대전,346
2025-11,제조업,울산,1834
2025-11,제조업,세종시,324
2025-11,제조업,경기도,14682
2025-11,제조업,강원도,691
2025-11,제조업,충청북도,2877
2025-11,제조업,충청남도,3177
2025-11,제조업,전라북도,1752
2025-11,제조업,전라남도,1881
2025-11,제조업,경상북도,3535
2025-11,제조업,경상남도,5977
2025-11,제조업,제주도,142
2025-11,"전기, 가스, 증기 및 공기조절 공급업",전 체,72
2025-11,"전기, 가스, 증기 및 공기조절 공급업",서울,7
2025-11,"전기, 가스, 증기 및 공기조절 공급업",부산,2
2025-11,"전기, 가스, 증기 및 공기조절 공급업",대구,1
2025-11,"전기, 가스, 증기 및 공기조절 공급업",인천,2
2025-11,"전기, 가스, 증기 및 공기조절 공급업",광주,0
2025-11,"전기, 가스, 증기 및 공기조절 공급업",대전,0
2025-11,"전기, 가스, 증기 및 공기조절 공급업",울산,7
2025-11,"전기, 가스, 증기 및 공기조절 공급업",세종시,1
2025-11,"전기, 가스, 증기 및 공기조절 공급업",경기도,5
2025-11,"전기, 가스, 증기 및 공기조절 공급업",강원도,1
2025-11,"전기, 가스, 증기 및 공기조절 공급업",충청북도,4
2025-11,"전기, 가스, 증기 및 공기조절 공급업",충청남도,16
2025-11,"전기, 가스, 증기 및 공기조절 공급업",전라북도,6
2025-11,"전기, 가스, 증기 및 공기조절 공급업",전라남도,3
2025-11,"전기, 가스, 증기 및 공기조절 공급업",경상북도,3
2025-11,"전기, 가스, 증기 및 공기조절 공급업",경상남도,12
2025-11,"전기, 가스, 증기 및 공기조절 공급업",제주도,2
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",전 체,1047
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",서울,54
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",부산,42
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",대구,29
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",인천,66
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",광주,11
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",대전,8
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",울산,14
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",세종시,3
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,455
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,22
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",충청북도,41
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",충청남도,70
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",전라북도,29
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",전라남도,59
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,70
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,56
2025-11,"수도, 하수 및 폐기물 처리, 원료 재생업",제주도,18
2025-11,건설업,전 체,6555
2025-11,건설업,서울,1345
2025-11,건설업,부산,372
2025-11,건설업,대구,244
2025-11,건설업,인천,301
2025-11,건설업,광주,239
2025-11,건설업,대전,221
2025-11,건설업,울산,188
2025-11,건설업,세종시,27
2025-11,건설업,경기도,1385
2025-11,건설업,강원도,215
2025-11,건설업,충청북도,226
2025-11,건설업,충청남도,278
2025-11,건설업,전라북도,237
2025-11,건설업,전라남도,461
2025-11,건설업,경상북도,362
2025-11,건설업,경상남도,372
2025-11,건설업,제주도,82
2025-11,도매 및 소매업,전 체,7217
2025-11,도매 및 소매업,서울,869
2025-11,도매 및 소매업,부산,438
2025-11,도매 및 소매업,대구,284
2025-11,도매 및 소매업,인천,510
2025-11,도매 및 소매업,광주,142
2025-11,도매 및 소매업,대전,104
2025-11,도매 및 소매업,울산,101
2025-11,도매 및 소매업,세종시,14
2025-11,도매 및 소매업,경기도,2120
2025-11,도매 및 소매업,강원도,268
2025-11,도매 및 소매업,충청북도,358
2025-11,도매 및 소매업,충청남도,396
2025-11,도매 및 소매업,전라북도,243
2025-11,도매 및 소매업,전라남도,267
2025-11,도매 및 소매업,경상북도,423
2025-11,도매 및 소매업,경상남도,588
2025-11,도매 및 소매업,제주도,92
2025-11,운수 및 창고업,전 체,5356
2025-11,운수 및 창고업,서울,3000
2025-11,운수 및 창고업,부산,190
2025-11,운수 및 창고업,대구,80
2025-11,운수 및 창고업,인천,146
2025-11,운수 및 창고업,광주,71
2025-11,운수 및 창고업,대전,56
2025-11,운수 및 창고업,울산,94
2025-11,운수 및 창고업,세종시,7
2025-11,운수 및 창고업,경기도,1001
2025-11,운수 및 창고업,강원도,42
2025-11,운수 및 창고업,충청북도,116
2025-11,운수 및 창고업,충청남도,66
2025-11,운수 및 창고업,전라북도,84
2025-11,운수 및 창고업,전라남도,103
2025-11,운수 및 창고업,경상북도,67
2025-11,운수 및 창고업,경상남도,211
2025-11,운수 및 창고업,제주도,22
2025-11,숙박 및 음식점업,전 체,3149
2025-11,숙박 및 음식점업,서울,1069
2025-11,숙박 및 음식점업,부산,201
2025-11,숙박 및 음식점업,대구,35
2025-11,숙박 및 음식점업,인천,173
2025-11,숙박 및 음식점업,광주,31
2025-11,숙박 및 음식점업,대전,25
2025-11,숙박 및 음식점업,울산,54
2025-11,숙박 및 음식점업,세종시,13
2025-11,숙박 및 음식점업,경기도,718
2025-11,숙박 및 음식점업,강원도,152
2025-11,숙박 및 음식점업,충청북도,112
2025-11,숙박 및 음식점업,충청남도,77
2025-11,숙박 및 음식점업,전라북도,125
2025-11,숙박 및 음식점업,전라남도,75
2025-11,숙박 및 음식점업,경상북도,116
2025-11,숙박 및 음식점업,경상남도,116
2025-11,숙박 및 음식점업,제주도,57
2025-11,정보통신업,전 체,886
2025-11,정보통신업,서울,341
2025-11,정보통신업,부산,30
2025-11,정보통신업,대구,22
2025-11,정보통신업,인천,27
2025-11,정보통신업,광주,12
2025-11,정보통신업,대전,34
2025-11,정보통신업,울산,23
2025-11,정보통신업,세종시,12
2025-11,정보통신업,경기도,176
2025-11,정보통신업,강원도,23
2025-11,정보통신업,충청북도,7
2025-11,정보통신업,충청남도,32
2025-11,정보통신업,전라북도,28
2025-11,정보통신업,전라남도,39
2025-11,정보통신업,경상북도,39
2025-11,정보통신업,경상남도,31
2025-11,정보통신업,제주도,10
2025-11,금융 및 보험업,전 체,843
2025-11,금융 및 보험업,서울,337
2025-11,금융 및 보험업,부산,77
2025-11,금융 및 보험업,대구,18
2025-11,금융 및 보험업,인천,2
2025-11,금융 및 보험업,광주,4
2025-11,금융 및 보험업,대전,21
2025-11,금융 및 보험업,울산,15
2025-11,금융 및 보험업,세종시,2
2025-11,금융 및 보험업,경기도,82
2025-11,금융 및 보험업,강원도,20
2025-11,금융 및 보험업,충청북도,20
2025-11,금융 및 보험업,충청남도,38
2025-11,금융 및 보험업,전라북도,31
2025-11,금융 및 보험업,전라남도,44
2025-11,금융 및 보험업,경상북도,38
2025-11,금융 및 보험업,경상남도,49
2025-11,금융 및 보험업,제주도,45
2025-11,부동산업,전 체,2689
2025-11,부동산업,서울,452
2025-11,부동산업,부산,498
2025-11,부동산업,대구,60
2025-11,부동산업,인천,120
2025-11,부동산업,광주,31
2025-11,부동산업,대전,24
2025-11,부동산업,울산,33
2025-11,부동산업,세종시,0
2025-11,부동산업,경기도,416
2025-11,부동산업,강원도,113
2025-11,부동산업,충청북도,37
2025-11,부동산업,충청남도,128
2025-11,부동산업,전라북도,272
2025-11,부동산업,전라남도,40
2025-11,부동산업,경상북도,109
2025-11,부동산업,경상남도,350
2025-11,부동산업,제주도,6
2025-11,"전문, 과학 및 기술 서비스업",전 체,4923
2025-11,"전문, 과학 및 기술 서비스업",서울,1168
2025-11,"전문, 과학 및 기술 서비스업",부산,501
2025-11,"전문, 과학 및 기술 서비스업",대구,138
2025-11,"전문, 과학 및 기술 서비스업",인천,208
2025-11,"전문, 과학 및 기술 서비스업",광주,84
2025-11,"전문, 과학 및 기술 서비스업",대전,105
2025-11,"전문, 과학 및 기술 서비스업",울산,144
2025-11,"전문, 과학 및 기술 서비스업",세종시,56
2025-11,"전문, 과학 및 기술 서비스업",경기도,846
2025-11,"전문, 과학 및 기술 서비스업",강원도,129
2025-11,"전문, 과학 및 기술 서비스업",충청북도,109
2025-11,"전문, 과학 및 기술 서비스업",충청남도,273
2025-11,"전문, 과학 및 기술 서비스업",전라북도,361
2025-11,"전문, 과학 및 기술 서비스업",전라남도,175
2025-11,"전문, 과학 및 기술 서비스업",경상북도,237
2025-11,"전문, 과학 및 기술 서비스업",경상남도,329
2025-11,"전문, 과학 및 기술 서비스업",제주도,60
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",전 체,14426
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",서울,6015
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",부산,847
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",대구,514
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",인천,649
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",광주,113
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",대전,431
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",울산,134
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",세종시,44
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도,3393
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",강원도,254
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",충청북도,375
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",충청남도,185
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",전라북도,310
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",전라남도,205
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",경상북도,205
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",경상남도,687
2025-11,"사업시설 관리, 사업 지원 및 임대 서비스업",제주도,65
2025-11,"공공행정, 국방 및 사회보장 행정",전 체,7651
2025-11,"공공행정, 국방 및 사회보장 행정",서울,946
2025-11,"공공행정, 국방 및 사회보장 행정",부산,351
2025-11,"공공행정, 국방 및 사회보장 행정",대구,194
2025-11,"공공행정, 국방 및 사회보장 행정",인천,613
2025-11,"공공행정, 국방 및 사회보장 행정",광주,18
2025-11,"공공행정, 국방 및 사회보장 행정",대전,41
2025-11,"공공행정, 국방 및 사회보장 행정",울산,24
2025-11,"공공행정, 국방 및 사회보장 행정",세종시,182
2025-11,"공공행정, 국방 및 사회보장 행정",경기도,2208
2025-11,"공공행정, 국방 및 사회보장 행정",강원도,809
2025-11,"공공행정, 국방 및 사회보장 행정",충청북도,478
2025-11,"공공행정, 국방 및 사회보장 행정",충청남도,308
2025-11,"공공행정, 국방 및 사회보장 행정",전라북도,599
2025-11,"공공행정, 국방 및 사회보장 행정",전라남도,124
2025-11,"공공행정, 국방 및 사회보장 행정",경상북도,137
2025-11,"공공행정, 국방 및 사회보장 행정",경상남도,595
2025-11,"공공행정, 국방 및 사회보장 행정",제주도,24
2025-11,교육 서비스업,전 체,2571
2025-11,교육 서비스업,서울,342
2025-11,교육 서비스업,부산,163
2025-11,교육 서비스업,대구,102
2025-11,교육 서비스업,인천,113
2025-11,교육 서비스업,광주,106
2025-11,교육 서비스업,대전,77
2025-11,교육 서비스업,울산,50
2025-11,교육 서비스업,세종시,15
2025-11,교육 서비스업,경기도,504
2025-11,교육 서비스업,강원도,204
2025-11,교육 서비스업,충청북도,119
2025-11,교육 서비스업,충청남도,96
2025-11,교육 서비스업,전라북도,182
2025-11,교육 서비스업,전라남도,111
2025-11,교육 서비스업,경상북도,195
2025-11,교육 서비스업,경상남도,159
2025-11,교육 서비스업,제주도,33
2025-11,보건업 및 사회복지 서비스업,전 체,44127
2025-11,보건업 및 사회복지 서비스업,서울,6052
2025-11,보건업 및 사회복지 서비스업,부산,3885
2025-11,보건업 및 사회복지 서비스업,대구,2853
2025-11,보건업 및 사회복지 서비스업,인천,3378
2025-11,보건업 및 사회복지 서비스업,광주,587
2025-11,보건업 및 사회복지 서비스업,대전,652
2025-11,보건업 및 사회복지 서비스업,울산,725
2025-11,보건업 및 사회복지 서비스업,세종시,203
2025-11,보건업 및 사회복지 서비스업,경기도,11603
2025-11,보건업 및 사회복지 서비스업,강원도,1341
2025-11,보건업 및 사회복지 서비스업,충청북도,1099
2025-11,보건업 및 사회복지 서비스업,충청남도,1362
2025-11,보건업 및 사회복지 서비스업,전라북도,2630
2025-11,보건업 및 사회복지 서비스업,전라남도,1937
2025-11,보건업 및 사회복지 서비스업,경상북도,2892
2025-11,보건업 및 사회복지 서비스업,경상남도,2716
2025-11,보건업 및 사회복지 서비스업,제주도,212
2025-11,"예술, 스포츠 및 여가관련 서비스업",전 체,664
2025-11,"예술, 스포츠 및 여가관련 서비스업",서울,140
2025-11,"예술, 스포츠 및 여가관련 서비스업",부산,13
2025-11,"예술, 스포츠 및 여가관련 서비스업",대구,18
2025-11,"예술, 스포츠 및 여가관련 서비스업",인천,34
2025-11,"예술, 스포츠 및 여가관련 서비스업",광주,25
2025-11,"예술, 스포츠 및 여가관련 서비스업",대전,17
2025-11,"예술, 스포츠 및 여가관련 서비스업",울산,9
2025-11,"예술, 스포츠 및 여가관련 서비스업",세종시,4
2025-11,"예술, 스포츠 및 여가관련 서비스업",경기도,104
2025-11,"예술, 스포츠 및 여가관련 서비스업",강원도,78
2025-11,"예술, 스포츠 및 여가관련 서비스업",충청북도,20
2025-11,"예술, 스포츠 및 여가관련 서비스업",충청남도,19
2025-11,"예술, 스포츠 및 여가관련 서비스업",전라북도,78
2025-11,"예술, 스포츠 및 여가관련 서비스업",전라남도,18
2025-11,"예술, 스포츠 및 여가관련 서비스업",경상북도,35
2025-11,"예술, 스포츠 및 여가관련 서비스업",경상남도,42
2025-11,"예술, 스포츠 및 여가관련 서비스업",제주도,10
2025-11,"협회 및 단체, 수리 및 기타 개인 서비스업",전 체,3439
2025-11,"협회 및 단체, 수리 및 기타 개인 서비스업",서울,545
