통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,오또맨,오또맨,[오또맨 ] 주방팀 경력직/ 신입 직원을 모집합니다,주방,기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802141,jobkorea:802141,2026-09-07 22:54:59
,부산일자리정보망,,오또맨,오또맨,[해운대 ] 캐주얼 다이닝 홀서비스 직원을 모집합니다,,기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802140,jobkorea:802140,2026-09-07 22:54:59
,부산일자리정보망,,스콜,스콜,서면 레스토랑 `SkoLL`에서 조리부 직원을 모집합니다.,조리,경력,3,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802139,jobkorea:802139,2026-09-07 22:55:00
,부산일자리정보망,,오구,오구,오구카페에서 바리스타 구합니다.,바리스타,경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802138,jobkorea:802138,2026-09-07 22:55:00
,부산일자리정보망,,모노마트 사하점,모노마트사하점,(주)LF푸드 모노마트 1톤 탑차 배송 및 매장관리 직원 모집,"배송, 매장관리",기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802137,jobkorea:802137,2026-09-07 22:55:00
,부산일자리정보망,,㈜엘씨씨커넥트,엘씨씨커넥트,콘텐츠 플랫폼 운영 매니저,"콘텐츠, 플랫폼",경력,1,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802135,jobkorea:802135,2026-09-07 22:55:00
,부산일자리정보망,,바이크114,바이크114,"오토바이 렌탈,리스 거래처 사무관리 및 배송업무","사무, 배송",기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802134,jobkorea:802134,2026-09-07 22:55:00
,부산일자리정보망,,㈜디자인엠이알,디자인엠이알,(주)이룸건축디자인/설계.디자인/현장감리 파트너 모십니다.,"건축, 설계, 현장, 감리",경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802108,jobkorea:802108,2026-09-07 22:55:02
,부산일자리정보망,,㈜에스엔씨아이컴퍼니,에스엔씨아이컴퍼니,퍼스널컬러 컨설턴트/메이크업 프리랜서 채용,,경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802107,jobkorea:802107,2026-09-07 22:55:03
,부산일자리정보망,,한국호텔리어협회,한국호텔리어협회,특급관광호텔&골프장호텔 정규직//,호텔,신입,0,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802106,jobkorea:802106,2026-09-07 22:55:03
,부산일자리정보망,,브알라마린시티점,브알라마린시티점,브알라 마린시티  아이스크림카페 직원 구하고 있었더래용,,기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802105,jobkorea:802105,2026-09-07 22:55:03
,부산일자리정보망,,정관링구아어학원,정관링구아어학원,정관신도시에 위치한 영어학원에서 선생님을 채용합니다.,,경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802104,jobkorea:802104,2026-09-07 22:55:03
,부산일자리정보망,,서울대인학원,서울대인학원,정관서울대인학원에서 중고등  영어선생님 채용합니다.,,경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802103,jobkorea:802103,2026-09-07 22:55:03
,부산일자리정보망,,일광개발㈜,일광개발,[정규직] 베이사이드골프클럽 서비스팀 F&B 신입/경력 채용공고,,신입,0,,,,,,,,2026-10-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802102,jobkorea:802102,2026-09-07 22:55:03
,부산일자리정보망,,일광개발㈜,일광개발,베이사이드골프클럽 운영팀 (예약 및 회원관리 등) 채용 공고,,경력,2,,,,,,,,2026-10-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802101,jobkorea:802101,2026-09-07 22:55:03
,부산일자리정보망,,부산당 해운대(본점),부산당해운대,해운대 베이커리 대표빵집 `부산당 본점` 에서 케이크 팀원 모집합니다,,경력,3,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802100,jobkorea:802100,2026-09-07 22:55:03
,부산일자리정보망,,오드버드올리버,오드버드올리버,"오드버드올리버와 함께할 키친 팀원을 찾습니다 (셰프,요리사 / 경력무관)","요리, 요리사",기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802099,jobkorea:802099,2026-09-07 22:55:03
,부산일자리정보망,,흥부네화덕,흥부네화덕,흥부네화덕에서 맛있는 요리를 함께 만들 주방 정직원 구해요,"요리, 주방",기타,,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802098,jobkorea:802098,2026-09-07 22:55:03
,부산일자리정보망,,현대자동차 부산대연판매대리점,현대자동차부산대연판매대리점,[현대자동차 부산대연판매대리점] 신입 카마스터를 모집합니다.,판매,신입,0,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802096,jobkorea:802096,2026-09-07 22:55:03
,부산일자리정보망,,명성대부,명성대부,[인바운드단순상담]대출사무보조 및 통계/DB스카웃담당자1차TM(주5일),"사무보조, 통계",기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802094,jobkorea:802094,2026-09-07 22:55:03
,부산일자리정보망,,빵다무르,빵다무르,베이커리 - 공장(주방)1명.,주방,기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802093,jobkorea:802093,2026-09-07 22:55:04
,부산일자리정보망,,한국호텔리어협회,한국호텔리어협회,특급관광호텔&골프장호텔 정규직//,호텔,신입,0,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802092,jobkorea:802092,2026-09-07 22:55:04
,부산일자리정보망,,인사이트 디자인 랩㈜,인사이트디자인랩,THE ILMA(더일마) 센텀 신세계 스토어 스타일리스트 정규직/계약직 모집,,경력,1,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802091,jobkorea:802091,2026-09-07 22:55:04
,부산일자리정보망,,서부산권장애인스포츠센터,서부산권장애인스포츠센터,서부산권장애인스포츠센터 수영 전임 지도자 채용공고,,기타,,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802090,jobkorea:802090,2026-09-07 22:55:04
,부산일자리정보망,,해운대 24시 동물의료원,해운대24시동물의료원,수의테크니션(동물보건사) 주간 선생님을 구인합니다.,,경력,1,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802062,jobkorea:802062,2026-09-07 22:55:06
,부산일자리정보망,,㈜에스에스클라스,에스에스클라스,"카라카리조트 객실팀원, 베이커리카페팀원 채용",객실,기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802061,jobkorea:802061,2026-09-07 22:55:06
,부산일자리정보망,,㈜삼당 강서지점,삼당강서지점,강서구 세븐아일랜드 바리스타 모집 [신입],바리스타,신입,0,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802060,jobkorea:802060,2026-09-07 22:55:06
,부산일자리정보망,,부산 내비게이션블랙박스 전문점,부산내비게이션블랙박스전문점,"편한분위기,가족처럼",,경력,1,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802059,jobkorea:802059,2026-09-07 22:55:06
,부산일자리정보망,,㈜위드컬쳐,위드컬쳐,경성대역앞 카페위드 정직원 모집(주35시간 216만),,경력,1,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802058,jobkorea:802058,2026-09-07 22:55:06
,부산일자리정보망,,삼성생명보험㈜서초사,삼성생명보험서초사,기업보험영업 파트너 GFC 모집 [서울 수원 인천 대전 대구 부산 광주],영업,경력,1,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802057,jobkorea:802057,2026-09-07 22:55:06
,부산일자리정보망,,스튜디오155,스튜디오155,"[스튜디오155]사진작가, 촬영어시스트 모집 공고","사진, 작가, 촬영",기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802056,jobkorea:802056,2026-09-07 22:55:06
,부산일자리정보망,,리리코이,리리코이,주방직원 모집합니다. 월급여 300,주방,기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802055,jobkorea:802055,2026-09-07 22:55:08
,부산일자리정보망,,웰컴엔터테이먼트,웰컴엔터테이먼트,보험 업무지원 사무직,사무,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802054,jobkorea:802054,2026-09-07 22:55:08
,부산일자리정보망,,대출다연,대출다연,[부산/월300]DB콜 스카웃TM/1차담당자/상담사/단순상담/통계/데이터,"상담사, 통계",기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802053,jobkorea:802053,2026-09-07 22:55:08
,부산일자리정보망,,라무스튜디오,라무스튜디오,라무스튜디오 부산점 포토그래퍼/ 촬영 작가 채용 (신입/경력),"촬영, 작가",기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802052,jobkorea:802052,2026-09-07 22:55:08
,부산일자리정보망,,DMI SYSTEM,dmisystem,자동화 프로그램 및 설계,설계,경력,3,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802050,jobkorea:802050,2026-09-07 22:55:08
,부산일자리정보망,,㈜우양통상,우양통상,[본사 개발실] 패턴 업무 보조 및 그레이딩 담당 채용 (신입/경력),"개발, 본사 개발실",경력,1,,,,,,,,2026-09-12,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802048,jobkorea:802048,2026-09-07 22:55:08
,부산일자리정보망,,㈜몽클레르코리아,몽클레르코리아,"[MONCLER] 스토어 정규직/계약직 채용 (백화점, 면세점, 아울렛)",,경력,1,,,,,,,,2026-09-12,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802047,jobkorea:802047,2026-09-07 22:55:08
,부산일자리정보망,,동부청과㈜,동부청과,동부청과(주) 영업부(경매 보조) 직원 채용 공고,영업,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802046,jobkorea:802046,2026-09-07 22:55:08
,부산일자리정보망,,제이앤엠㈜,제이앤엠,2026년 제이앤스튜디오 헤어메이크업 직원을 모집합니다.,,경력,1,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802045,jobkorea:802045,2026-09-07 22:55:08
,부산일자리정보망,,(주)루메나,루메나,(주)루메나 국내영업팀 영업관리 담당자 채용,"영업, 영업관리",경력,2,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802044,jobkorea:802044,2026-09-07 22:55:08
,부산일자리정보망,,서부산권장애인스포츠센터,서부산권장애인스포츠센터,서부산권장애인스포츠센터 서무행정 전임 직원 채용 공고,행정,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802043,jobkorea:802043,2026-09-07 22:55:08
,부산일자리정보망,,라이크썸모어,라이크썸모어,디자이너브랜드 이이에 브랜드 콘텐츠 마케터 채용,"디자이너, 콘텐츠",기타,,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802042,jobkorea:802042,2026-09-07 22:55:08
,부산일자리정보망,,㈜클럽하우스,클럽하우스,김해공항 면세점 추가 인원 충원,,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802040,jobkorea:802040,2026-09-07 22:55:09
,부산일자리정보망,,㈜세바로지스틱스코리아,세바로지스틱스코리아,세바로지스틱스코리아 Ocean Export Administrator 계약직 채용- 부산,,경력,2,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802039,jobkorea:802039,2026-09-07 22:55:09
,부산일자리정보망,,메츠과자점,메츠과자점,제과제빵 생산직  오래 일하실분,"제빵, 생산",경력,1,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802037,jobkorea:802037,2026-09-07 22:55:09
,부산일자리정보망,,뉼리,뉼리,양식 레스토랑 주방 정직원 채용 -광안리 스테이크 하우스 뉼리,주방,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802036,jobkorea:802036,2026-09-07 22:55:09
,부산일자리정보망,,삼성생명보험㈜,삼성생명보험,[기업재무컨설턴트] 기업보험영업 및 기업재무컨설턴트  GFC 모집,"재무, 영업, 기업재무컨설턴트",경력,3,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802035,jobkorea:802035,2026-09-07 22:55:09
,부산일자리정보망,,㈜아프로플러스,아프로플러스,(주)아프로플러스 영업부 총괄관리자 모집,영업,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802034,jobkorea:802034,2026-09-07 22:55:09
,부산일자리정보망,,㈜이엔아이그룹,이엔아이그룹,[경력무관] 영업&영업직&영업관리 직원 모집,"영업, 영업관리",기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802032,jobkorea:802032,2026-09-07 22:55:09
,부산일자리정보망,,㈜소르테크,소르테크,AI 솔루션(LLM/스마트팩토리) UI/UX 디자이너(경력),"AI, 솔루션, UI, UX, 디자이너",경력,4,,,,,,,,2026-10-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802031,jobkorea:802031,2026-09-07 22:55:09
,부산일자리정보망,,보고커피 반여점,보고커피반여점,베이커리 카페 직원 구해요,,경력,1,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802030,jobkorea:802030,2026-09-07 22:55:09
,부산일자리정보망,,㈜더컴퍼니,더컴퍼니,[경력3년이상] 웹퍼블리셔·디지털 콘텐츠 디자이너,"퍼블리셔, 콘텐츠, 디자이너",경력,3,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802029,jobkorea:802029,2026-09-07 22:55:09
,부산일자리정보망,,㈜더컴퍼니,더컴퍼니,[경력자] AI Vision 개발자 - Python/PyTorch/OpenCV/YOLO,"AI, 개발자",경력,3,,,,,,,,2026-10-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802028,jobkorea:802028,2026-09-07 22:55:09
,부산일자리정보망,,㈜더컴퍼니,더컴퍼니,[경력] Senior Software Engineer / Tech Lead - 제조 AI·Vision 시스템,"제조, AI, 시스템",경력,7,,,,,,,,2026-10-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802027,jobkorea:802027,2026-09-07 22:55:09
,부산일자리정보망,,부산당 해운대(본점),부산당해운대,부산 해운대 대표 빵집 `부산당1983 단팥빵` 매장/베이커리 직원 모집,,경력,3,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802026,jobkorea:802026,2026-09-07 22:55:10
,부산일자리정보망,,부산당 해운대(본점),부산당해운대,해운대 베이커리 대표빵집 `부산당 본점` 에서 반죽/오븐 인원 모집합니다,,경력,3,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802025,jobkorea:802025,2026-09-07 22:55:10
,부산일자리정보망,,㈜후레쉬상사,후레쉬상사,"농산물 입고,출고,검품 등 현장업무를 함께하실 분을 찾습니다.",현장,경력,1,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802024,jobkorea:802024,2026-09-07 22:55:10
,부산일자리정보망,,㈜한성푸드,한성푸드,냉동창고관리자 모집,창고,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802023,jobkorea:802023,2026-09-07 22:55:10
,부산일자리정보망,,무궁화반점 동래직영점,무궁화반점동래직영점,무궁화반점 동래직영점 주방정직원 구인,주방,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802022,jobkorea:802022,2026-09-07 22:55:10
,부산일자리정보망,,에이치씨에스씨엠㈜,에이치씨에스씨엠,루아앤티그리 금정산점 양식 주방직원 구인,주방,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802021,jobkorea:802021,2026-09-07 22:55:10
,부산일자리정보망,,에이치씨에스씨엠㈜,에이치씨에스씨엠,루아앤티그리 금정산점 홀 서빙 정직원 구인,서빙,기타,,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802020,jobkorea:802020,2026-09-07 22:55:10
,부산일자리정보망,,한국호텔리어협회,한국호텔리어협회,특급관광호텔&골프장호텔 정규직//,호텔,신입,0,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802019,jobkorea:802019,2026-09-07 22:55:10
,부산일자리정보망,,더노블,더노블,(일/월요일 휴무)  윤곽관리 또는 얼굴관리 가능하신분 모십니다.,,경력,1,,,,,,,,2026-09-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802018,jobkorea:802018,2026-09-07 22:55:10
