직종코드,직종명,대분류코드,대분류명,부산공고수
028301,항공 운송 사무원,0,경영·사무·금융·보험,1
028401,자재·구매 사무원(건설),0,경영·사무·금융·보험,1
028501,생산관리 사무원(건설),0,경영·사무·금융·보험,1
028510,품질관리 사무원(전기·전자·컴퓨터),0,경영·사무·금융·보험,1
028512,품질관리 사무원(그 외 분야),0,경영·사무·금융·보험,1
029211,모니터 요원,0,경영·사무·금융·보험,1
029212,취업 알선원,0,경영·사무·금융·보험,1
029501,전산자료 입력원(DB·단순자료),0,경영·사무·금융·보험,1
029502,전산자료 입력원(약국·판매·대리점),0,경영·사무·금융·보험,1
033200,보험 모집인 및 투자 권유 대행인,0,경영·사무·금융·보험,1
110100,인문과학 연구원,1,연구·공학기술,1
110200,사회과학 연구원,1,연구·공학기술,1
132002,컴퓨터시스템 설계 및 분석가,1,연구·공학기술,1
133100,시스템 소프트웨어 개발자,1,연구·공학기술,1
133204,"산업특화 응용 소프트웨어 프로그래머(국방,항공,교통,에너지,금융,자동차 등)",1,연구·공학기술,1
133206,게임 프로그래머,1,연구·공학기술,1
136103,IT 기술지원 전문가,1,연구·공학기술,1
140200,건축공학 기술자,1,연구·공학기술,1
140301,토목 현장소장,1,연구·공학기술,1
140302,토목구조 설계 기술자,1,연구·공학기술,1
151104,플랜트공학 기술자 및 연구원,1,연구·공학기술,1
151105,냉난방·공조공학 기술자 및 연구원,1,연구·공학기술,1
152100,금속·재료공학 기술자 및 연구원,1,연구·공학기술,1
153101,전기기기·제품 개발 기술자 및 연구원,1,연구·공학기술,1
153103,발전설비 기술자,1,연구·공학기술,1
153106,전기감리 기술자,1,연구·공학기술,1
153107,전기안전 기술자,1,연구·공학기술,1
153400,전기 및 전자공학 시험원,1,연구·공학기술,1
154100,화학공학 기술자 및 연구원,1,연구·공학기술,1
155100,가스·에너지 기술자 및 연구원,1,연구·공학기술,1
155102,"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",1,연구·공학기술,1
155300,신재생에너지 기술자 및 연구원,1,연구·공학기술,1
157100,식품공학 기술자 및 연구원,1,연구·공학기술,1
158100,소방공학 기술자 및 연구원,1,연구·공학기술,1
158103,소방공사 감리 기술자,1,연구·공학기술,1
158200,방재 기술자 및 연구원,1,연구·공학기술,1
159105,3D 프린팅 제도사,1,연구·공학기술,1
212101,국어 교사,2,교육·법률·사회복지·경찰·소방·군인,1
214100,외국어 강사,2,교육·법률·사회복지·경찰·소방·군인,1
214300,정보통신기술 강사,2,교육·법률·사회복지·경찰·소방·군인,1
214402,이미용·예식 강사,2,교육·법률·사회복지·경찰·소방·군인,1
214405,건설토목강사,2,교육·법률·사회복지·경찰·소방·군인,1
214500,간호조무 및 요양보호 강사,2,교육·법률·사회복지·경찰·소방·군인,1
214702,음악 강사,2,교육·법률·사회복지·경찰·소방·군인,1
215102,교재·교구 및 e-learning 교육 전문가,2,교육·법률·사회복지·경찰·소방·군인,1
215200,대학 교육 조교(연구 조교 포함),2,교육·법률·사회복지·경찰·소방·군인,1
221400,변리사,2,교육·법률·사회복지·경찰·소방·군인,1
222003,법무 사무원(일반 기업체),2,교육·법률·사회복지·경찰·소방·군인,1
231300,청소년 지도사,2,교육·법률·사회복지·경찰·소방·군인,1
301100,전문 의사,3,보건·의료,1
302000,수의사,3,보건·의료,1
303200,한약사,3,보건·의료,1
304001,전문 간호사,3,보건·의료,1
306300,치과기공사,3,보건·의료,1
306901,놀이·음악·미술·독서 등 치료사,3,보건·의료,1
307502,요양병원 간호조무사,3,보건·의료,1
413101,학예사(큐레이터),4,예술·디자인·방송·스포츠,1
415103,가구 디자이너,4,예술·디자인·방송·스포츠,1
415300,실내장식 디자이너,4,예술·디자인·방송·스포츠,1
415500,미디어 콘텐츠 디자이너,4,예술·디자인·방송·스포츠,1
415504,UX/UI 디자이너,4,예술·디자인·방송·스포츠,1
420200,직업 운동선수,4,예술·디자인·방송·스포츠,1
420902,카지노 딜러,4,예술·디자인·방송·스포츠,1
511401,피부 및 체형 관리사(발관리사 포함),5,미용·여행·숙박·음식·경비·돌봄·청소,1
511500,메이크업 아티스트 및 분장사,5,미용·여행·숙박·음식·경비·돌봄·청소,1
512300,장례 상담원 및 장례 지도사,5,미용·여행·숙박·음식·경비·돌봄·청소,1
521303,"박물관,미술관,문화,역사,자연환경 등 각종 해설사",5,미용·여행·숙박·음식·경비·돌봄·청소,1
523000,숙박시설 서비스 종사원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
524002,테마파크 서비스원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
531901,분식 조리사,5,미용·여행·숙박·음식·경비·돌봄·청소,1
532203,주점·커피숍 접객서빙원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
541301,기계·무인 경비원(해당 경비지도사 포함),5,미용·여행·숙박·음식·경비·돌봄·청소,1
541400,보안 관제원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
541903,레저·테마파크 안전요원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
542003,공사현장 경비원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
542004,"기타 건물 관리원(공원, 종교시설 등)",5,미용·여행·숙박·음식·경비·돌봄·청소,1
561201,특수 크리닝장비 청소원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
564100,계기 검침원 및 가스 점검원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
564500,대여 제품 방문 점검원,5,미용·여행·숙박·음식·경비·돌봄·청소,1
564903,기타 서비스 단순종사원(사우나·찜질방 등),5,미용·여행·숙박·음식·경비·돌봄·청소,1
612105,의료장비 기술영업원,6,영업·판매·운전·운송,1
612108,기타 기술영업원,6,영업·판매·운전·운송,1
613203,건설수주 영업원,6,영업·판매·운전·운송,1
613204,일반 제품 영업원,6,영업·판매·운전·운송,1
613903,상조·렌탈·회원모집 영업원,6,영업·판매·운전·운송,1
614004,"텔레마케터(쇼핑몰, 백화점, 마트)",6,영업·판매·운전·운송,1
614005,"텔레마케터(인터넷, 통신)",6,영업·판매·운전·운송,1
615205,일반상점(슈퍼) 판매원,6,영업·판매·운전·운송,1
615208,가구 판매원,6,영업·판매·운전·운송,1
615500,상품 대여원,6,영업·판매·운전·운송,1
616101,매장 계산원,6,영업·판매·운전·운송,1
621900,철도운송 관련 종사원,6,영업·판매·운전·운송,1
622100,택시 운전원,6,영업·판매·운전·운송,1
622200,버스 운전원,6,영업·판매·운전·운송,1
622901,승용차 운전원(자가용 운전원),6,영업·판매·운전·운송,1
623000,물품 이동 장비 조작원,6,영업·판매·운전·운송,1
624400,선박 승무원 및 관련 종사원,6,영업·판매·운전·운송,1
624502,물건·이삿짐 운반원,6,영업·판매·운전·운송,1
624600,화물 분류원,6,영업·판매·운전·운송,1
624904,기타 배달원(비정기 배달원),6,영업·판매·운전·운송,1
701100,강구조물 가공원 및 건립원(철골공),7,건설·채굴,1
701603,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)",7,건설·채굴,1
701904,"기타 건설 기능원(건물해체,정화조설치,방음벽설치 등)",7,건설·채굴,1
703102,가스 배관공(가스관 설치원),7,건설·채굴,1
811700,건설·광업기계 설치 및 정비원,8,설치·정비·생산,1
812400,자동차 정비원,8,설치·정비·생산,1
813103,다이캐스팅 금형 제조원,8,설치·정비·생산,1
813105,금형제조 보조원,8,설치·정비·생산,1
813208,톱기계 조작원,8,설치·정비·생산,1
814001,산업용 냉난방 설비 조작원,8,설치·정비·생산,1
816101,공작기계 조립·검사원,8,설치·정비·생산,1
817100,자동차 조립원(검사원 포함),8,설치·정비·생산,1
821201,압연기 조작원,8,설치·정비·생산,1
822201,판금기 조작원,8,설치·정비·생산,1
823302,주조 보조원(견습공),8,설치·정비·생산,1
824105,납땜원,8,설치·정비·생산,1
831100,산업 전기공(항공기·선박·철도기관차·전동차 전기공),8,설치·정비·생산,1
831200,내선 전기공,8,설치·정비·생산,1
831201,내선 전기공(건물 내 전기공사원),8,설치·정비·생산,1
832204,정수기·냉온수기·비데 설치 및 수리원,8,설치·정비·생산,1
832904,의료기기·장비 설치·수리원,8,설치·정비·생산,1
833000,발전 및 배전 장치 조작원,8,설치·정비·생산,1
834001,아파트 전기관리원,8,설치·정비·생산,1
834003,공장 전기관리원,8,설치·정비·생산,1
835100,전기 부품 및 제품 제조 기계 조작원,8,설치·정비·생산,1
835300,전자 부품 및 제품 제조 기계 조작원,8,설치·정비·생산,1
851200,화학물 가공 장치 조작원,8,설치·정비·생산,1
852102,고무 압출성형기 조작원,8,설치·정비·생산,1
852300,화학제품 생산기 조작원,8,설치·정비·생산,1
852303,의약품 생산기계 조작원,8,설치·정비·생산,1
861201,제직기(직조기) 조작원,8,설치·정비·생산,1
862300,재봉사,8,설치·정비·생산,1
864200,신발 제조기 조작원,8,설치·정비·생산,1
864300,세탁 기계 조작원,8,설치·정비·생산,1
872300,도시락 제조원,8,설치·정비·생산,1
881104,스크린 인쇄기 조작원(실크스크린 포함),8,설치·정비·생산,1
881200,사진 인화 및 현상기 조작원(사진수정 포함),8,설치·정비·생산,1
882100,목재 가공 관련 기계 조작원,8,설치·정비·생산,1
883100,가구 제조 및 수리원,8,설치·정비·생산,1
883200,가구 조립원,8,설치·정비·생산,1
884100,공예원,8,설치·정비·생산,1
885902,주입·포장·상표부착기 등 기타 기계 조작원,8,설치·정비·생산,1
902400,가금 사육원,9,농림어업,1
905100,농업 관련 단순 종사원,9,농림어업,1
