공고URL,모집분야,직무키워드,담당업무,자격요건,우대사항,직급직책,근무형태,근무시간,급여,업종,직종,상세주소,모집인원,학력,수집시각
https://www.worker.co.kr/job/view.asp?jobid=all&no=1409241,,,"현장정리 및 청소, 용역관리 ■",,근무지역 모집인원 1. 직영반장 계약직 - 학력 : 학력무관 - 경력 : 5년이상 -,,계약직 근무지역 경기,07시 ~ 17시 (휴게시간 2시간 포함) - 식대제공 - 계약기간 : 채용시 ~ 현장 준공시 (27년 12월) - 급여 : 주6일 근무(월 26일) 기준 월 400만원 모집부문 : 직영반장,조건 학력무관,2026년 건축/안전/토목/경영/BIM 경력사원 모집,,,,,2026-09-08 13:48:38
https://www.worker.co.kr/job/view.asp?jobid=ccp&no=1412964,,,건설사업관리 토목분야 중급이상(등급 가능할 시 신입도 가능) 인우건축사사무소 CM단 부서 소속으로 함께할 예정입니다. □,,,,"계약직 [4개월]_12월 31일 종료 (정규직 전환가능, 기간제) □ 모집부문 : 토목 □",,및 희망 연봉 기재 부탁 드립니다. ) - 경력증명서 꼭!! 제출 부탁드립니다. □,2026년 건축/안전/토목/경영/BIM 경력사원 모집,,,,,2026-09-08 13:48:38
https://www.worker.co.kr/job/view.asp?jobid=con&no=1413029,,,• 신축/리노베이션 인테리어 현장 관리 전반 (시공 품질·안전 관리) • 공무 및 견적서 작성·검토 • 내역 관리 및 원가 관리 • 공정표 작성 및 일정 관리 • 인허가 및 착공/준공 관련 행정 업무 • 발주처·협력업체와의 현장 소통 • 현장 공정 및 협력업체 관리 📋 필수,"• 학력 : 학력무관 • 경력 : 관련 업계 경력 5년 이상 • 인테리어공사 경력자 • 자차 보유자 • 리노베이션 경험자 우대 * 홈페이지주소 : https:// www.vistadesign.kr/ 모집부문 : 건축,인테리어 현장기사(기술직),현장감리 학력 : 학력무관 경력 : 경력 : 5년 이상 인원 : 0명",,,정규직 근무지역 부산,,조건 학력무관,2026년 건축/안전/토목/경영/BIM 경력사원 모집,,,,,2026-09-08 13:48:40
https://www.worker.co.kr/job/view.asp?jobid=eng&no=1412826,,,,,,,계약직 근무지역 경남,,조건 고등학교 졸업,2026년 건축/안전/토목/경영/BIM 경력사원 모집,,,,,2026-09-08 13:48:40
https://www.worker.co.kr/job/view.asp?jobid=eng&no=1413004,,,,,,,정규직 근무지역 부산,,,[KR산업] PJT 현장직 모집 (건축/시공/공무/품질..,,,,,2026-09-08 13:48:41
https://www.worker.co.kr/job/view.asp?jobid=eng&no=1413009,,,,,,,정규직 근무지역 부산,,,,,,,,2026-09-08 13:48:42
