직종코드,직종명,대분류코드,대분류명,중분류코드,소분류코드,세분류코드,work24_13대분류코드,work24_13대분류명,work24_114중분류코드,work24_114중분류명,부모중복
153300,전자공학 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153301,전자부품 개발 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153302,산업용 전자제품 개발 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153303,가전제품 개발 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153304,전자의료기기 개발 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153305,전자제어계측 기술자 및 연구원,1,연구·공학기술,15,153,1533,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
153400,전기 및 전자공학 시험원,1,연구·공학기술,15,153,1534,02,연구 및 공학기술,02A,전기·전자 연구 및 공학기술,N
154100,화학공학 기술자 및 연구원,1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154101,석유화학 기술자 및 연구원,1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154102,고무·플라스틱 기술자 및 연구원,1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154103,도료제품 기술자 및 연구원,1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154104,화장품·비누제품 기술자 및 연구원,1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154105,"의약품, 농약, 비료 등 기타 석유화학 기술자 및 연구원",1,연구·공학기술,15,154,1541,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
154200,화학공학 시험원,1,연구·공학기술,15,154,1542,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155100,가스·에너지 기술자 및 연구원,1,연구·공학기술,15,155,1551,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155101,가스 기술자 및 연구원,1,연구·공학기술,15,155,1551,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155102,"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",1,연구·공학기술,15,155,1551,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155200,가스 및 에너지 시험원,1,연구·공학기술,15,155,1552,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155300,신재생에너지 기술자 및 연구원,1,연구·공학기술,15,155,1553,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155400,신재생에너지 시험원,1,연구·공학기술,15,155,1554,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155500,환경공학 기술자 및 연구원,1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155501,대기 환경 기술자 및 연구원,1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155502,수질 환경 기술자 및 연구원,1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155503,폐기물처리 기술자 및 연구원,1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155504,환경영향 평가원,1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155505,"소음진동, 토양 등 기타 환경 기술자 및 연구원",1,연구·공학기술,15,155,1555,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155600,환경공학 시험원,1,연구·공학기술,15,155,1556,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
155700,산업보건 및 산업환경 관리 기술자,1,연구·공학기술,15,155,1557,02,연구 및 공학기술,02B,화학·에너지·환경 연구 및 공학기술,N
156100,섬유공학 기술자 및 연구원,1,연구·공학기술,15,156,1561,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
156200,섬유공학 시험원(섬유·염료),1,연구·공학기술,15,156,1562,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
157100,식품공학 기술자 및 연구원,1,연구·공학기술,15,157,1571,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
157200,식품공학 시험원,1,연구·공학기술,15,157,1572,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158100,소방공학 기술자 및 연구원,1,연구·공학기술,15,158,1581,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158101,소방설계 기술자,1,연구·공학기술,15,158,1581,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158102,소방시설·설비 시공 기술자,1,연구·공학기술,15,158,1581,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158103,소방공사 감리 기술자,1,연구·공학기술,15,158,1581,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158200,방재 기술자 및 연구원,1,연구·공학기술,15,158,1582,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158300,소방‧방재 및 산업안전 시험원,1,연구·공학기술,15,158,1583,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158301,소방공학 시험원,1,연구·공학기술,15,158,1583,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158302,비파괴 검사원,1,연구·공학기술,15,158,1583,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
158400,산업안전 및 산업위험 관리 기술자,1,연구·공학기술,15,158,1584,02,연구 및 공학기술,02C,섬유·식품·소방·방재·산업안전 연구 및 공학기술,N
159100,제도사,1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,Y
159101,건축 제도사(캐드원),1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159102,토목 제도사(캐드원),1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159103,기계·금속 제도사(캐드원),1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159104,전기·전자 장비 제도사(캐드원),1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159105,3D 프린팅 제도사,1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159106,기타 제도사(캐드원),1,연구·공학기술,15,159,1591,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
159900,"기타 공학 관련 기술자 및 시험원(인쇄, 목재 등)",1,연구·공학기술,15,159,1599,02,연구 및 공학기술,02D,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,N
211100,대학 교수,2,교육·법률·사회복지·경찰·소방·군인,21,211,2111,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
211200,"대학 강사(초빙,겸임,BK,강의전담 교수 등 비전임교원 포함)",2,교육·법률·사회복지·경찰·소방·군인,21,211,2112,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212100,중·고등학교 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212101,국어 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212102,수학 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212103,사회 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212104,과학 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212105,예체능 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212106,실업 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212107,외국어 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212108,진로·교양·기타 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212109,기타 중·고등학교 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2121,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212200,초등학교 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2122,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212300,특수교육 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2123,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
212900,기타 교사,2,교육·법률·사회복지·경찰·소방·군인,21,212,2129,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
213000,유치원 교사,2,교육·법률·사회복지·경찰·소방·군인,21,213,2130,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",N
214100,외국어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214101,영어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214102,중국어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214103,일본어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214104,한국어 강사(다문화 언어지도사 포함),2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214105,그 외 외국어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2141,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214200,문리 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214201,국어 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214202,수학 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214203,사회 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214204,과학 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214205,성인고시·입사시험 학원 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214206,독서·논술 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2142,03,교육·법률·사회복지·경찰·소방 및 군인,032,외국어·문리 강사,N
214300,정보통신기술 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2143,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214301,"컴퓨터 기초 강사(OA, 워드, 엑셀, 컴퓨터활용능력 등)",2,교육·법률·사회복지·경찰·소방·군인,21,214,2143,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214302,프로그래밍·웹·웹디자인·DB 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2143,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214400,기술 및 기능계 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214401,디자인·캐드 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214402,이미용·예식 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214403,요리 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214404,기계·금속·전기·전자 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214405,건설토목강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214406,기타 기술·기능 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2144,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214500,간호조무 및 요양보호 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2145,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214600,자동차 운전 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2146,03,교육·법률·사회복지·경찰·소방 및 군인,033,정보통신·기술·기능계 강사,N
214700,예능 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2147,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,N
214701,미술 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2147,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,Y
214702,음악 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2147,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,Y
214703,무용 강사,2,교육·법률·사회복지·경찰·소방·군인,21,214,2147,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,Y
214704,기타 예능 강사(바둑·웅변·연기·꽃꽂이·종이접기 등),2,교육·법률·사회복지·경찰·소방·군인,21,214,2147,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,N
214900,기타 문리·기술 및 예능 강사(교육연수기관 및 기업체내 강사 포함),2,교육·법률·사회복지·경찰·소방·군인,21,214,2149,03,교육·법률·사회복지·경찰·소방 및 군인,034,예능·학습지·기타 강사,N
215100,장학관·연구관 및 교육 관련 전문가,2,교육·법률·사회복지·경찰·소방·군인,21,215,2151,03,교육·법률·사회복지·경찰·소방 및 군인,035,장학관·교육조교(RA포함) 및 교사·보육 보조,N
215101,장학관·연구관·입학사정관,2,교육·법률·사회복지·경찰·소방·군인,21,215,2151,03,교육·법률·사회복지·경찰·소방 및 군인,035,장학관·교육조교(RA포함) 및 교사·보육 보조,N
215102,교재·교구 및 e-learning 교육 전문가,2,교육·법률·사회복지·경찰·소방·군인,21,215,2151,03,교육·법률·사회복지·경찰·소방 및 군인,035,장학관·교육조교(RA포함) 및 교사·보육 보조,N
215200,대학 교육 조교(연구 조교 포함),2,교육·법률·사회복지·경찰·소방·군인,21,215,2152,01,경영·사무·금융·보험,017,경영지원 사무,Y
215300,교사보조 및 관련 종사원,2,교육·법률·사회복지·경찰·소방·군인,21,215,2153,03,교육·법률·사회복지·경찰·소방 및 군인,035,장학관·교육조교(RA포함) 및 교사·보육 보조,N
215900,기타 교사보조 및 아동돌봄 종사원,2,교육·법률·사회복지·경찰·소방·군인,21,215,2159,03,교육·법률·사회복지·경찰·소방 및 군인,035,장학관·교육조교(RA포함) 및 교사·보육 보조,N
221100,판사 및 검사,2,교육·법률·사회복지·경찰·소방·군인,22,221,2211,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
221200,변호사,2,교육·법률·사회복지·경찰·소방·군인,22,221,2212,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
221300,법무사 및 집행관,2,교육·법률·사회복지·경찰·소방·군인,22,221,2213,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
221400,변리사,2,교육·법률·사회복지·경찰·소방·군인,22,221,2214,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
221900,기타 법률 전문가(외국 변호사 등),2,교육·법률·사회복지·경찰·소방·군인,22,221,2219,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
222000,법률 관련 사무원,2,교육·법률·사회복지·경찰·소방·군인,22,222,2220,01,경영·사무·금융·보험,017,경영지원 사무,Y
222001,"법률 사무원(법원, 로펌, 법무사무소 등)",2,교육·법률·사회복지·경찰·소방·군인,22,222,2220,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
222002,특허·저작권 사무원,2,교육·법률·사회복지·경찰·소방·군인,22,222,2220,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
222003,법무 사무원(일반 기업체),2,교육·법률·사회복지·경찰·소방·군인,22,222,2220,03,교육·법률·사회복지·경찰·소방 및 군인,036,법률 전문가 및 법률 사무,N
231100,사회복지사,2,교육·법률·사회복지·경찰·소방·군인,23,231,2311,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231101,사회복지사(사회복지시설),2,교육·법률·사회복지·경찰·소방·군인,23,231,2311,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231102,사회복지사(공공행정),2,교육·법률·사회복지·경찰·소방·군인,23,231,2311,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231103,사회복지프로그램 운영자,2,교육·법률·사회복지·경찰·소방·군인,23,231,2311,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231104,방과후 교사 및 지도사,2,교육·법률·사회복지·경찰·소방·군인,23,231,2311,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231200,상담 전문가,2,교육·법률·사회복지·경찰·소방·군인,23,231,2312,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231201,심리상담 전문가,2,교육·법률·사회복지·경찰·소방·군인,23,231,2312,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231202,가족·학교·아동·청소년·노인·중독 등 상담 전문가,2,교육·법률·사회복지·경찰·소방·군인,23,231,2312,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231300,청소년 지도사,2,교육·법률·사회복지·경찰·소방·군인,23,231,2313,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
231400,직업 관련 상담사,2,교육·법률·사회복지·경찰·소방·군인,23,231,2314,01,경영·사무·금융·보험,015,행정·경영·회계·광고·상품기획 전문가,Y
231500,시민사회 활동가,2,교육·법률·사회복지·경찰·소방·군인,23,231,2315,03,교육·법률·사회복지·경찰·소방 및 군인,037,사회복지·상담·직업상담·시민단체활동,N
232100,보육교사,2,교육·법률·사회복지·경찰·소방·군인,23,232,2321,03,교육·법률·사회복지·경찰·소방 및 군인,031,"대학교수, 학교 및 유치원 교사",Y
232200,보육 관련 시설 돌봄 종사원,2,교육·법률·사회복지·경찰·소방·군인,23,232,2322,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
232900,기타 사회복지 전문가 및 관련 종사원,2,교육·법률·사회복지·경찰·소방·군인,23,232,2329,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
232901,노인 생활지도원,2,교육·법률·사회복지·경찰·소방·군인,23,232,2329,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
232902,아동 생활지도원,2,교육·법률·사회복지·경찰·소방·군인,23,232,2329,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
232903,장애인 생활지도원(장애인활동보조원 포함),2,교육·법률·사회복지·경찰·소방·군인,23,232,2329,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
232904,그 외 사회복지 종사원,2,교육·법률·사회복지·경찰·소방·군인,23,232,2329,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,Y
233100,성직자,2,교육·법률·사회복지·경찰·소방·군인,23,233,2331,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
233900,기타 종교 관련 종사원,2,교육·법률·사회복지·경찰·소방·군인,23,233,2339,03,교육·법률·사회복지·경찰·소방 및 군인,038,보육교사·생활지도원 및 종교직,N
240100,경찰관 및 수사관,2,교육·법률·사회복지·경찰·소방·군인,24,240,2401,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
240200,소방관,2,교육·법률·사회복지·경찰·소방·군인,24,240,2402,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
240300,소년원 학교 교사 및 교도관,2,교육·법률·사회복지·경찰·소방·군인,24,240,2403,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
250100,영관급 이상 장교,2,교육·법률·사회복지·경찰·소방·군인,25,250,2501,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
250200,위관급 장교,2,교육·법률·사회복지·경찰·소방·군인,25,250,2502,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
250300,준사관,2,교육·법률·사회복지·경찰·소방·군인,25,250,2503,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
250400,부사관,2,교육·법률·사회복지·경찰·소방·군인,25,250,2504,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
250900,기타 군인,2,교육·법률·사회복지·경찰·소방·군인,25,250,2509,03,교육·법률·사회복지·경찰·소방 및 군인,039,경찰·소방·교도·군인,N
301100,전문 의사,3,보건·의료,30,301,3011,04,보건·의료,041,의사·한의사·치과의사,N
301200,일반 의사,3,보건·의료,30,301,3012,04,보건·의료,041,의사·한의사·치과의사,N
301300,한의사,3,보건·의료,30,301,3013,04,보건·의료,041,의사·한의사·치과의사,N
301400,치과의사,3,보건·의료,30,301,3014,04,보건·의료,041,의사·한의사·치과의사,N
302000,수의사,3,보건·의료,30,302,3020,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
303100,약사,3,보건·의료,30,303,3031,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
303200,한약사,3,보건·의료,30,303,3032,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
304000,간호사,3,보건·의료,30,304,3040,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
304001,전문 간호사,3,보건·의료,30,304,3040,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
304002,일반 간호사,3,보건·의료,30,304,3040,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
304003,보건교사,3,보건·의료,30,304,3040,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,N
305000,영양사,3,보건·의료,30,305,3050,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,Y
306100,임상병리사,3,보건·의료,30,306,3061,04,보건·의료,043,의료기사·치료사·재활사,N
306200,방사선사,3,보건·의료,30,306,3062,04,보건·의료,043,의료기사·치료사·재활사,N
306300,치과기공사,3,보건·의료,30,306,3063,04,보건·의료,043,의료기사·치료사·재활사,N
306400,치과위생사,3,보건·의료,30,306,3064,04,보건·의료,043,의료기사·치료사·재활사,N
306500,물리 및 작업치료사,3,보건·의료,30,306,3065,04,보건·의료,043,의료기사·치료사·재활사,N
306501,물리치료사,3,보건·의료,30,306,3065,04,보건·의료,043,의료기사·치료사·재활사,N
306502,작업치료사,3,보건·의료,30,306,3065,04,보건·의료,043,의료기사·치료사·재활사,N
306600,임상심리사(심리치료사),3,보건·의료,30,306,3066,04,보건·의료,043,의료기사·치료사·재활사,N
306700,재활공학 기사(의지보조기기사),3,보건·의료,30,306,3067,04,보건·의료,043,의료기사·치료사·재활사,N
306800,언어 및 청각능력 재활사,3,보건·의료,30,306,3068,04,보건·의료,043,의료기사·치료사·재활사,N
306900,기타 치료·재활사 및 의료기사,3,보건·의료,30,306,3069,04,보건·의료,043,의료기사·치료사·재활사,N
306901,놀이·음악·미술·독서 등 치료사,3,보건·의료,30,306,3069,04,보건·의료,043,의료기사·치료사·재활사,N
306902,운동처방사,3,보건·의료,30,306,3069,04,보건·의료,043,의료기사·치료사·재활사,N
307100,"응급 구조사(인명구조원, 119구조대원 포함)",3,보건·의료,30,307,3071,04,보건·의료,044,그 외 보건·의료 종사자,N
307200,위생사,3,보건·의료,30,307,3072,04,보건·의료,044,그 외 보건·의료 종사자,N
307300,안경사,3,보건·의료,30,307,3073,04,보건·의료,044,그 외 보건·의료 종사자,N
307400,보건의료정보 관리사(의무기록사),3,보건·의료,30,307,3074,04,보건·의료,044,그 외 보건·의료 종사자,N
307500,간호조무사,3,보건·의료,30,307,3075,04,보건·의료,042,수의사(수의사보조원 포함)·약사 및 한약사·간호사·영양사,Y
307501,간호조무사(요양병원 제외),3,보건·의료,30,307,3075,04,보건·의료,044,그 외 보건·의료 종사자,N
307502,요양병원 간호조무사,3,보건·의료,30,307,3075,04,보건·의료,044,그 외 보건·의료 종사자,N
307600,환자안전 관리사,3,보건·의료,30,307,3076,04,보건·의료,044,그 외 보건·의료 종사자,N
307700,수의사 보조원,3,보건·의료,30,307,3077,04,보건·의료,044,그 외 보건·의료 종사자,N
307800,안마사,3,보건·의료,30,307,3078,04,보건·의료,044,그 외 보건·의료 종사자,N
307900,기타 돌봄 및 보건 서비스 종사원,3,보건·의료,30,307,3079,04,보건·의료,044,그 외 보건·의료 종사자,N
307901,의료 보조원,3,보건·의료,30,307,3079,04,보건·의료,044,그 외 보건·의료 종사자,N
