공고URL,모집분야,직무키워드,담당업무,자격요건,우대사항,직급직책,근무형태,근무시간,급여,업종,직종,상세주소,모집인원,학력,수집시각
https://www.wanted.co.kr/api/v4/jobs/376238,클라우드 엔지니어 (5년이상/부산),,· 실시간 스트리밍/채팅 서비스 인프라 아키텍처 설계 및 고도화 · 온프레미스 클라우드 전환 및 운영 표준 수립 · 트래픽 급증 대응을 위한 오토스케일링 및 분산 구조 설계 · Kubernetes 기반 서비스 실행 환경 구축 및 표준화 · CI/CD 파이프라인 구축 및 배포 자동화 체계 확립 · 모니터링/로깅/알림 체계 고도화 (Observability),· 인프라/플랫폼 엔지니어링 5년 이상 경험 · 온프레미스 클라우드 전환 또는 하이브리드 운영 경험 · 대용량 트래픽 환경에서 인프라 설계/운영 경험 · Kubernetes/Docker 기반 서비스 운영 경험 · CI/CD 구축 및 배포 자동화 경험,"· 대규모 트래픽 또는 실시간 서비스 인프라 운영 경험이 있으신 분 · 멀티 리전 또는 고가용성(HA) 아키텍처 설계/운영 경험이 있으신 분 · Observability(Prometheus, Grafana, ELK 등) 구축 및 고도화 경험이 있으신 분 · IaC(Terraform 등)를 활용한 인프라 표준화 및 자동화 경험이 있으신 분",,,,,"IT, 컨텐츠",,"부산 해운대구 센텀중앙로 97, 42층",,,2026-09-08 13:25:00
https://www.wanted.co.kr/api/v4/jobs/373883,보안솔루션 운영/기술지원(영남지사),,"• 영남 권역 자사 보안솔루션(망연계, 접근제어 등) 현장 기술지원 • 솔루션 구축, 유지보수, 장애대응 등 • 클라우드 기반 기술지원 포함 • 근무지 : 영남지사(부산광역시)","• 학력 : 초대졸(2, 3년) 이상 • 경력직 : 신입 및 경력(2년 이상) • 보안 솔루션 구축, 유사 IT 솔루션 구축 경력자 • 기타 관련 없는 경력은 미인정 합니다. • 리눅스, 네트워크 기초, DBMS 개념 이해","• 컴퓨터공학, IT 계열 전공자, IT국비지원 수료자 • 보안 솔루션 구축 및 기술지원 경험자 • 리눅스기반 기술지원 경험(MySQL, Tomcat 환경) • 정보처리기사, 정보보안기사 소유자 • 리눅스 및 네트워크 관련 자격증 소유자 • 클라우드(Cloud) 관련 자격증 소유자 • 외근 및 지방출장 가능자 • 긍정적이고 원활한 소통 가능자 • 성실하고 책임감 있는 분 • 운전면허 소지자(자차 운전 가능)",,,,,"IT, 컨텐츠",,부산 연제구 중앙대로 1130,,,2026-09-08 13:25:00
https://www.wanted.co.kr/api/v4/jobs/373250,[JRC 코리아] 영업 담당자 (신입가능),,1. 국내조선소 등 고객대상 영업 및 영업지원업무 2. 디스트리뷰터(JRC국내대리점) 영업지원업무 3. JRC 일본본사 사업지원업무 4. 기타 영업관리업무,1. 경력무관 (신입지원가능) 2. 대학졸업이상 3. 영어가능자 4. 운전가능자,"1. 영업지원, 해외영업, 무역, 구매, 고객지원(CS) 등 유관 업무 경력 보유자 2. 일본계 기업 근무 경험 또는 일본 본사와 협업 경험이 있으신 분 3. 조선, 해운, 선박기자재, 산업기계 등 B2B 산업에 대한 이해가 있으신 분 4. 꼼꼼한 업무 처리 능력과 일정 관리 능력을 갖추신 분 5. 원활한 커뮤니케이션 능력과 협업 역량을 보유하신 분 6. 일본어 능통자 7. 새로운 업무를 적극적으로 배우고 주도적으로 해결하려는 자세를 갖추신 분",,,,,"판매, 유통",,"부산 동구 중앙대로 240, 현대해상부산사옥 7층",,,2026-09-08 13:25:00
https://www.wanted.co.kr/api/v4/jobs/372774,배민 영업지원(부산경남),,현장에서 영업을 지원하는 운영 전문가(Operations) • 영업 담당자가 체결한 신규 파트너(외식업주 사장님) 계약 건의 운영 지원 • 입점 과정에 필요한 서류 검토·시스템 등록 등 온보딩 업무 • 메뉴·영업시간·배달 가능 지역 등 가게 정보 세팅 및 검수 • 가게가 배달의민족 앱에 정상적으로 노출되도록 오픈(라이브) 진행 • 오픈 이후 초기 운영 이슈 확인 및 팔로업 • 영업 활동 전반의 현장 실무 지원 및 운영 프로세스 관리,• 업무를 능동적으로 챙기고 일정·프로세스를 꼼꼼하게 관리하는 역량 • 서류 검토 및 운영 업무에 강점을 가진 꼼꼼한 성향,• 영업 또는 고객 응대 경험,,,,,"IT, 컨텐츠",,부산시,,,2026-09-08 13:25:01
https://www.wanted.co.kr/api/v4/jobs/368843,R&D 엔지니어 - 5년 이상,,• 제품 개발 - 레이저 기반 내시경 의료기기 및 일회용 카테터 개발 - 신규 제품 설계 및 개선 - 시제품 제작 및 성능 평가 • 설계 및 검증 - 제품 설계(CAD) 및 설계 변경 관리 - Verification & Validation 시험 수행 - 사용성(Usability) 및 위험관리(Risk Management) 지원 • 제조 및 양산 지원 - 제조업체와 협업하여 양산성(DFM) 개선 - 부품 선정 및 공급업체 기술 관리 - 생산 이관 및 공정 최적화 지원 • 문서화 - Design History File(DHF) 작성 및 관리 - 기술문서 및 시험보고서 작성 - ISO 13485 및 FDA Design Control 요구사항 대응,"• 경력 5년 이상 ~ 13년 이하 • 대학교졸업(4년)이상 • 학사 이상 (기계공학, 의공학, 의료기기공학 등 관련 전공) • 의료기기 또는 기구 개발 경력 5년 이상 • SolidWorks 등 3D CAD 활용 가능 • 시제품 제작 및 성능 평가 경험 • 국내외 출장 가능자 (해외 여행 결격 사유 없는 자)","• 카테터, 내시경, 최소침습 의료기기 개발 경험 • 레이저 기반 의료기기 개발 경험 • ISO 13485 환경 근무 경험 • Design Control 및 Risk Management 경험 • FDA 또는 CE 인허가 대응 경험 • 영어 커뮤니케이션 가능자 • Hands-on 개발 역량 • 협업 및 커뮤니케이션 능력 • 문서화 및 품질 마인드 • 스타트업 환경 적응력",,,,,제조,,"부산 해운대구 센텀중앙로 48, 1203호",,,2026-09-08 13:25:01
https://www.wanted.co.kr/api/v4/jobs/372784,배민 B2C 어카운트 매니저(부산경남),,데이터 기반 인사이트를 바탕으로 파트너(외식업주 사장님)과 배달의민족의 동반 성장을 이끌어내는 파트너(Account Manager) • 아웃바운드 전화 상담을 기반으로 파트너의 매출 성장을 지원하는 광고 상품 영업 • 배달의민족 입점 파트너를 대상으로 주문수·매출·광고 성과 등 주요 지표를 분석하고 성장 전략 제안 • 담당 파트너와의 지속적으로 관계를 구축하며 비즈니스 이슈를 파악하고 맞춤형 솔루션 제공 • 파트너의 가게 운영 전략 수립 및 성과 모니터링,• 고객과 신뢰 관계를 구축하고 장기적인 파트너십을 형성하려는 의지 • 데이터를 기반으로 문제를 분석하고 성과 개선 방안을 도출하는 역량 • 목표 달성을 위해 주도적으로 업무를 추진하고 실행하는 역량 • 엑셀·PPT 등 오피스 툴을 활용해 영업 활동과 고객 데이터를 체계적으로 관리하는 역량,,,,,,"IT, 컨텐츠",,부산시,,,2026-09-08 13:25:02
https://www.wanted.co.kr/api/v4/jobs/368362,사업전략실장,,"1. 사업 전략 수립 및 신사업 발굴 • 전사 중장기 성장 전략에 부합하는 신규 사업 기회 발굴 및 비즈니스 모델(BM) 설계 • 수익 모델 다각화 및 신규 수익 창출 방안 기획 2. 사업 성과 관리 및 운영 최적화 • 주요 담당 비즈니스 KPI 설계, 지속 트래킹 • 비즈니스 TF 리딩 및 사업 확장을 위한 전략적 파트너십 구축 3. 데이터 기반 의사결정 지원 및 시장 분석 • 인터넷 방송, 미디어 산업 동향 및 트렌드 분석 • 경영진 의사결정을 위한 최적의 리포트 작성 및 보고",• 관련 직무 경력 12년 이상이신 분 • 팀 리딩 경험이 있으신 분 • 신규 사업 기획부터 서비스 론칭까지 성공적으로 이끈 경험이 있으신 분,• 다양한 이해관계자를 조율하여 프로젝트를 완수해 본 경험이 있으신 분 • 능동적이고 적극적인 조직 리딩 및 구성원 동기부여가 가능하신 분,,,,,"IT, 컨텐츠",,"부산 해운대구 센텀중앙로 97, 42층",,,2026-09-08 13:25:02
https://www.wanted.co.kr/api/v4/jobs/364208,이커머스 전략 MD,,"*이커머스 채널 총괄 운영 및 매출 최적화 -네이버 스마트스토어, 쿠팡, 자사몰 등 주요 온라인 판매 채널 관리 및 활성화 Strategy 수립 -각 플랫폼별 매출 데이터 모니터터링 및 주간/월간 마감 및 실적 분석 *프로모션 및 외부 제휴 기획/운영 -T-Day, Toss 등 외부 대형 플랫폼 및 통신사 제휴 프로모션 기획 및 구좌 확보 -시즌별 기획전, 타임딜, 라이브 커머스 등 매출 견인을 위한 이벤트 실행 *데이터 기반 성과 관리 및 마케팅 협업 -데이터 분석을 통한 플랫폼별 ROAS(광고비 대비 매출액) 분석 및 효율 개선 -마케팅 팀과의 협업을 통해 채널별 키워드 광고(SEO) 및 브랜드 검색 광고 최적화 *상품 포트폴리오 및 재고 관리 -신제품 런칭에 따른 이커머스 판매 전략 수립 -판매 추이 분석을 통한 적정 재고 유지 및 발주 데이터 관리","-이커머스 MD 또는 온라인 MD 관련 직무 경력 3년 이상인 분 -네이버 스마트스토어, 쿠팡 윙/로켓배송 등 주요 종합몰 및 오픈마켓 시스템 시스템 어드민 조작에 능숙하신 분 -매출 및 정산 데이터(Excel) 가공과 통계 분석 능력(VLOOKUP, 피벗 테이블 등 필수)이 우수하신 분 -유관 부서(마케팅, 물류 등) 및 외부 플랫폼 담당자와의 매끄러운 커뮤니케이션 및 협상 능력을 갖추신 분","-반려동물 산업(Pet Healthcare / Pet Industry)에 대한 높은 관심과 깊은 이해도가 있으신 분 -브랜드 검색 광고, 키워드 광고 등 이커머스 퍼포먼스 마케팅에 대한 이해나 직접 운영 경험이 있으신 분 -신규 입점 채널을 제로 베이스에서 매출 궤도까지 올려본 성공 경험(Zero-to-One)이 있으신 분",,,,,"판매, 유통",,"부산 동래구 중앙대로1335번길 77, 문화빌딩 7층",,,2026-09-08 13:25:02
https://www.wanted.co.kr/api/v4/jobs/368685,AI 국제 물류 스타트업 사업기획 매니저(부산),,"• 산업 리서치 및 마켓 센싱: 국내외 해운, 항공 등 물류 트렌드를 심층 분석하여 새로운 사업 기회를 찾아내고, 경쟁사 동향을 모니터링하여 인사이트를 도출합니다. • 신규 사업 기획 및 타당성 분석: 시장 조사를 바탕으로 신규 항로 및 물류 서비스를 기획하고, 재무적 관점의 수익성 분석과 사업 타당성 검토 보고서를 작성합니다. • 데이터 기반 물류 솔루션 기획: 내부 운영 데이터와 시장 데이터 기반 분석을 통해, 사용자 의사결정을 지원하는 서비스를 기획합니다. • 전략 수립 및 의사결정 지원: 플랫폼 전략, 성정 로드맵, 투자 및 사업 계획 자료를 작성합니다.","• 실무 경력 : 사업기획 2년 이상 근무 경력 보유자 • 논리적 문제 해결: 막연한 현상을 구조화하여 원인을 파악하고, 가설을 수립하여 데이터를 통해 검증할 수 있는 논리력을 갖추신 분 • 탁월한 문서 작성 능력: 복잡한 리서치 결과를 핵심 위주로 요약하고, 이를 PPT, Excel 등을 활용해 설득력 있는 비즈니스 문서로 시각화할 수 있는 분 • 집요한 리서치 역량: AI 활용 및 구글링을 넘어 다양한 채널(논문, 뉴스, 재무제표 등)을 활용해 원하는 데이터를 끝까지 찾아내는 집요함을 가지신 분 • 빠른 학습 능력: 생소한 기술(AI, 블록체인)이나 산업 분야라도 빠르게 학습하여 비즈니스 언어로 재해석할 수 있는 분","※ 아래 요건 중 하나라도 해당된다면 주저 말고 지원해주세요. 그 경험의 가치를 연봉으로 증명해 드립니다. • 선호 전공: 경영, 경제, 국제통상, 산업공학, 통계학, 금융공학 전공자 • 외국어 : 비즈니스 영어, 일본어, 중국어 등 외국어 능통자 • 글로벌 리서치 역량: 비즈니스 영어 독해 및 작문이 능통하여, 해외 시장 자료(아티클, 보고서, 논문 등)를 막힘없이 분석하고 요약할 수 있는 분 • 도메인 관심도: 글로벌 물류, 여행(크루즈/호텔/항공사) 관련 산업의 비즈니스 모델에 대해 깊은 호기심과 이해도를 가지신 분",,,,,"전문, 과학기술",,"부산 남구 문현금융로 40, 문현동, BIFC",,,2026-09-08 13:25:03
https://www.wanted.co.kr/api/v4/jobs/368681,AI 국제 물류 스타트업 AI/ML 연구원(부산),,"• 물류 최적화 알고리즘 개발: 경로 최적화, 적재 최적화 등 물류 프로세스의 효율을 극대화하는 알고리즘을 설계하고 구현합니다. • 시계열 예측 및 시황 분석: 해상 운임, 물동량 등 변동성이 큰 시계열 데이터를 분석하고, 미래 시장 상황을 예측하는 고도화된 모델을 연구합니다. • SOTA 모델 연구 및 상용화: 최신 AI/ML 논문(State-of-the-art)을 빠르게 분석하고 재현하여, 이를 자사 서비스에 적용할 수 있는 형태로 경량화 및 최적화합니다. • 데이터 기반 의사결정 시스템 구축: 공급망 데이터 분석을 통해 고객사에게 인사이트를 제공하는 데이터 시각화 및 분석 파이프라인을 설계합니다.","• 탄탄한 이론적 배경: 공학/이학 계열 학사 학위 이상 혹은 그에 준하는 지식을 보유하신 분 • 구현 능력: Python(PyTorch, TensorFlow)을 다룰 줄 알며, 논문에 있는 아이디어를 코드로 직접 구현하고 검증할 수 있는 분 • 문제 해결 능력: 정형화되지 않은 물류 데이터를 분석하여 의미 있는 패턴을 찾아내고, 이를 비즈니스 문제 해결로 연결할 수 있는 통찰력","※ 아래 요건 중 하나라도 해당된다면 주저 말고 지원해주세요. 그 경험의 가치를 연봉으로 증명해 드립니다. • 업계 최상위 기업/연구소 경험: 네카라쿠배당토 및 국내외 유수 AI 연구소에서의 근무 경험(업계 최고 대우 보장) • 관련 분야 석사 학위 소지자: AI, 최적화, 통계 이론, 시계열 예측, 군집화, 생성 모형 등 관련 분야 석사 학위를 소지하신 분 • 심화 기술 경험: 논문 출간 또는 학회 발표 경험이 있으신 분 • 실전 프로젝트 경험: 캐글(Kaggle) 등 데이터 분석 경진대회 수상 경험이나, 실제 비즈니스 데이터를 활용해 성과를 낸 경험(Business Analyst 등)",,,,,"전문, 과학기술",,"부산 남구 문현금융로 40, 문현동, BIFC",,,2026-09-08 13:25:03
