사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력,급여,지역표기,출처
잡코리아부산,에이아이에이프리미어파트너스㈜,[연산동-직전연봉60프로/리쿨비/노터치DB] 관리자/자산관리사 채용.,"해피콜, 방카슈랑스, 법인고객영업, 보험사고, 자동차보험, 보험상담, 보험영업, 재무상담, 재정설계, 자산관리, 텔레마케팅, 보험영업, 회원관리, 생명보험, 전화상담, 보험영업, 손해보험",경력무관,계약직,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948940?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948940,2026-09-08 14:58:37,학력무관,,부산 연제구 외,jobkorea
잡코리아부산,㈜신우그린,(부산 기장군)신세계프리미엄 아울렛 [조경 관리] 부소장급 직원 채용,조경관리,경력무관,계약직,부산,,2026-11-07,https://www.jobkorea.co.kr/Recruit/GI_Read/49948934?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948934,2026-09-08 14:58:37,학력무관,270~280만원(월),부산 기장군,jobkorea
잡코리아부산,㈜인스테크,인스테크 부산지점 보안솔루션 엔지니어 신입/경력사원 채용공고,"네트워크보안, 방화벽, 해킹, 정보보안, 서버구축, 방화벽, 정보보안",신입·경력1년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49948914?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948914,2026-09-08 14:58:37,초대졸↑,,부산 동구,jobkorea
잡코리아부산,호텔아쿠아펠리스 지점,호텔아쿠아펠리스 중식당 주방보조 모집,"중식, 호텔",경력무관,정규직,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948862?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948862,2026-09-08 14:58:37,학력무관,240만원 이상(월),부산 수영구,jobkorea
잡코리아부산,테이콘 커뮤니케이션즈,브랜드 디자이너(BI/BX) 브랜드 전략을 시각경험으로 구현,,경력무관,,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948599?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948599,2026-09-08 14:58:37,학력무관,,부산 부산진구,jobkorea
잡코리아부산,㈜엠비씨플레이비 부산점,[키자니아 부산] 티켓 발권/영업 관리 트레이너 (계약직) 채용,"놀이공원, 레저",경력무관,계약직,부산,,2026-09-28,https://www.jobkorea.co.kr/Recruit/GI_Read/49948595?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948595,2026-09-08 14:58:38,고졸↑,245만원 이상(월),부산 해운대구,jobkorea
잡코리아부산,스콜,서면 레스토랑 `SkoLL` 조리부에서 사원을 모집합니다.,"양식, 양식, 음식료, 양식, 양식당, 퓨전푸드",경력2년↑,,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948513?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948513,2026-09-08 14:58:38,고졸↑,272만원 이상(월),부산 부산진구,jobkorea
잡코리아부산,웰킨두피탈모센터 서면점,(업계 1위 WELLKIN)  웰킨 두피/탈모센터 서면점 두피 관리 매니저,"두피관리, 모발·두피관리",경력무관,정규직,부산,,2026-11-07,https://www.jobkorea.co.kr/Recruit/GI_Read/49948481?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948481,2026-09-08 14:58:38,학력무관,"2,157만원 이상(월)",부산 부산진구,jobkorea
잡코리아부산,㈜동호에이텍,반도체 금형설계 사원 모집,"금형설계, CAM",경력무관,정규직,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948438?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948438,2026-09-08 14:58:38,학력무관,"3,500~3,700만원",부산 강서구,jobkorea
잡코리아부산,㈜아성다이소,[최대300만] 다이소 부산 물류센터 현장직(주간/월-토/9시-17시),"창고관리, 물류센터, 재고관리",경력무관,계약직,부산,,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49927301?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49927301,2026-09-08 14:58:38,학력무관,270~300만원(월),부산 강서구,jobkorea
잡코리아부산,㈜아성다이소,[다이소 물류센터 야간조 채용/부산]야간/일-금/21시반-5시반,"창고관리, 물류센터, 적재·하역, 재고관리, 택배",경력무관,계약직,부산,,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49925915?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49925915,2026-09-08 14:58:38,학력무관,360~400만원(월),부산 강서구,jobkorea
잡코리아부산,㈜삼성화재금융서비스보험대리점,"월300이상,부산)혼합설계매니저,소규모보험대리점","생명보험, 경영기획, 손해보험",경력2년↑,정규직,"서울, 부산",,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49948367?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948367,2026-09-08 14:58:38,학력무관,"3,000~5,000만원",부산 남구 외,jobkorea
잡코리아부산,㈜밸런티,[시즈니크] 부산 센텀시티신세계 백화점 베이킹팀 모집(신입/경력),"제과제빵점, 베이커리, 파티쉐, 카페, 제빵사",신입·경력,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49948365?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948365,2026-09-08 14:58:38,학력무관,"2,880만원 이상",부산 해운대구,jobkorea
잡코리아부산,㈜아성다이소,다이소 부산허브센터 (지게차/입식) 물류 현장사원,물류센터,경력2년↑,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49948361?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948361,2026-09-08 14:58:38,학력무관,,부산 강서구,jobkorea
잡코리아부산,주식회사 해원컴퍼니,(주) 해원컴퍼니 경남가든에서 함께 할 주방 정직원 모집합니다.,,경력무관,정규직,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948281?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948281,2026-09-08 14:58:38,학력무관,270만원 이상(월),부산 부산진구,jobkorea
잡코리아부산,극동통상㈜,(주)극동통상 물류운송기사 채용 [부산],"운송보조, 육상운송, 운송, 적재·하역, 물류센터, 배송, 배송기사, 납품기사, 택배, 화물차운전, 물류",경력무관,,부산,,2026-11-07,https://www.jobkorea.co.kr/Recruit/GI_Read/49948280?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948280,2026-09-08 14:58:38,학력무관,"450~1,000만원(월)",부산 중구 외,jobkorea
잡코리아부산,윈덤그랜드부산,[윈덤그랜드부산] 시설팀 Engineering 경력직 채용,"호텔리어, 호텔사무, 호텔",경력4년↑,계약직,부산,,2026-10-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49948272?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948272,2026-09-08 14:58:38,학력무관,,부산 서구,jobkorea
잡코리아부산,극동통상㈜,(주)극동통상 물류운송기사 채용,"운송보조, 육상운송, 운송, 적재·하역, 물류센터, 배송, 배송기사, 납품기사, 택배, 화물차운전, 물류",경력무관,,부산,,2026-11-07,https://www.jobkorea.co.kr/Recruit/GI_Read/49948271?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49948271,2026-09-08 14:58:38,학력무관,"450~1,000만원(월)",부산 동래구 외,jobkorea
