사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각
게임잡,디나미스원,[아스트라에 오라티오] UI 디자이너 채용,"게임개발(모바일), 인터페이스 디자인",경력 3년 이상,정규직,서울 > 서초구 신분당선,"인터페이스, UX·UI, 서브컬쳐, 서브컬처  인터페이스, UX·UI, 서브컬쳐, 서브컬처",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282864,,2026-09-07 17:58:20
게임잡,디나미스원,[아스트라에 오라티오] IP 비즈니스 매니저 채용,"사업기획(국내), 사업기획(해외), 사업관리",신입,정규직,서울 > 서초구 신분당선,"PM, 사업, 사업관리, 외주, 외주관리, 개발지원, 계약관리  PM, 사업, 사업관리, 외주, 외주관리, 개발지원, 계약관리",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282865,,2026-09-07 17:58:20
게임잡,베이글코드,[신작팀] Product Owner,"게임기획, 플랫폼 기획, 정보·빅데이터 분석",경력무관,정규직,서울 > 강남구,"모바일, 게임기획, PM, PD, 시스템기획, 유료화, 모바일UI, 컨텐츠기획, 모바일기획, PO  모바일, 게임기획, PM, PD, 시스템기획, 유료화, 모바일UI, 컨텐츠기획, 모바일기획, PO",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282883,,2026-09-07 17:58:21
게임잡,에이블게임즈,2D 스파인 애니메이터 채용,모바일게임,경력무관,정규직,서울 > 강남구,"인터페이스, UX·UI, 모션, 스파인  인터페이스, UX·UI, 모션, 스파인",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282893,,2026-09-07 17:58:21
게임잡,에이블게임즈,[달토끼키우기] 전투 기획자 채용,모바일게임,경력무관,정규직,서울 > 강남구,"게임기획, 컨텐츠, 전투기획  게임기획, 컨텐츠, 전투기획",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282896,,2026-09-07 17:58:22
게임잡,스튜디오비사이드,[스타세이비어] 이펙터 채용,이펙트·FX,경력무관,정규직  계약직 (협의 후 결정),경기 > 성남시 분당구,"모바일, 이펙트, FX  모바일, 이펙트, FX",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282916,,2026-09-07 17:58:22
게임잡,해긴,[해긴] 모바일 게임 마케터 채용,모바일게임,경력 3년 이상,정규직,서울 > 구로구,"모바일, 브랜드마케팅, 캠페인, UA마케팅  모바일, 브랜드마케팅, 캠페인, UA마케팅",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282936,,2026-09-07 17:58:23
게임잡,펄어비스,[펄어비스] 게임 번역가 채용,번역,경력무관,계약직 (협의 후 결정),경기 > 과천시,"번역, 게임번역  번역, 게임번역",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=282951,,2026-09-07 17:58:23
게임잡,라이징윙스,3D 애니메이터를 채용. (경력 10년이상),애니메이션,경력 10년 이상,정규직,서울 > 강남구,"3D, 3DSmax, 캐릭터, 애니메이션, 3DMax, Unity, BlenderARP  3D, 3DSmax, 캐릭터, 애니메이션, 3DMax, Unity, BlenderARP",10-20,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283005,,2026-09-07 17:58:24
게임잡,넷마블네오,[넷마블네오] 블룸워커 레벨기획 담당 채용,게임기획,경력 3년 이상,정규직,서울 > 구로구,"모바일, 레벨, 게임기획, 퀘스트, 밸런스기획, 레벨기획, 시스템기획, 컨텐츠, TA, 콘솔, 아트, 언리얼5  모바일, 레벨, 게임기획, 퀘스트, 밸런스기획, 레벨기획, 시스템기획, 컨텐츠, TA, 콘솔, 아트, ",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283022,,2026-09-07 17:58:24
